Ticker,Quarter,Depreciation,EPS in Rs,Expenses +,Interest,Net Profit +,Other Income +,Profit before tax,Tax %,Average Stock Price
ITC.NS,2024-06-01,403.0,4.08,11233.0,10.0,5177.0,771.0,6903.0,25.0,448.68553506174396
ITC.NS,2024-09-01,416.0,3.99,13438.0,15.0,5054.0,690.0,6811.0,26.0,477.73260498046875
ITC.NS,2024-12-01,416.0,3.94,12428.0,10.0,5013.0,803.0,6740.0,26.0,432.2483277320862
ITC.NS,2025-03-01,411.0,15.76,12246.0,11.0,19808.0,15391.0,21489.0,8.0,412.3708506438692
ITC.NS,2025-06-01,423.0,4.19,14678.0,16.0,5343.0,751.0,7128.0,25.0,414.69296979904175
JINDALSTEL.NS,2022-06-01,596.0,19.54,9607.0,364.0,2771.0,866.0,3344.0,17.0,360.8353242420015
JINDALSTEL.NS,2022-09-01,614.0,1.96,11590.0,365.0,219.0,-898.0,54.0,-304.0,454.80672479444934
JINDALSTEL.NS,2022-12-01,608.0,5.08,10075.0,346.0,518.0,-361.0,1062.0,51.0,573.2415664915054
JINDALSTEL.NS,2023-03-01,873.0,4.53,11505.0,371.0,466.0,-138.0,805.0,42.0,556.0646606445313
JINDALSTEL.NS,2023-06-01,588.0,16.54,9960.0,329.0,1692.0,55.0,1767.0,4.0,611.7207250595093
JINDALSTEL.NS,2023-09-01,604.0,13.6,9965.0,329.0,1390.0,32.0,1384.0,-0.0,666.8644358317057
JINDALSTEL.NS,2023-12-01,636.0,18.9,8859.0,315.0,1928.0,35.0,1927.0,-0.0,735.2294567477319
JINDALSTEL.NS,2024-03-01,995.0,9.17,11042.0,321.0,933.0,35.0,1164.0,20.0,909.1416005280058
JINDALSTEL.NS,2024-06-01,683.0,13.14,10779.0,332.0,1338.0,34.0,1859.0,28.0,990.1880197832661
JINDALSTEL.NS,2024-09-01,696.0,8.44,9013.0,326.0,860.0,35.0,1213.0,29.0,953.9044041787424
JINDALSTEL.NS,2024-12-01,698.0,9.32,9567.0,313.0,951.0,26.0,1199.0,21.0,895.5819187164307
JINDALSTEL.NS,2025-03-01,691.0,-3.33,10922.0,342.0,-304.0,-1158.0,72.0,523.0,901.2755923513639
JINDALSTEL.NS,2025-06-01,722.0,14.65,9289.0,297.0,1496.0,30.0,2018.0,26.0,957.9990644454956
JKCEMENT.NS,2022-06-01,106.0,21.06,1866.0,65.0,161.0,15.0,250.0,36.0,2301.6058097718255
JKCEMENT.NS,2022-09-01,106.0,14.54,1923.0,67.0,111.0,22.0,154.0,28.0,2721.646511939264
JKCEMENT.NS,2022-12-01,118.0,5.05,2189.0,79.0,37.0,19.0,69.0,46.0,2872.0250108506943
JKCEMENT.NS,2023-03-01,132.0,14.17,2428.0,101.0,107.0,38.0,154.0,31.0,2907.9402669270835
JKCEMENT.NS,2023-06-01,135.0,14.84,2355.0,109.0,113.0,17.0,181.0,37.0,3235.586135864258
JKCEMENT.NS,2023-09-01,141.0,22.69,2286.0,115.0,176.0,29.0,241.0,27.0,3273.7918375651043
JKCEMENT.NS,2023-12-01,140.0,36.73,2310.0,114.0,284.0,38.0,409.0,31.0,4035.1621841922884
JKCEMENT.NS,2024-03-01,153.0,28.44,2546.0,115.0,220.0,55.0,347.0,37.0,4073.3858787407307
JKCEMENT.NS,2024-06-01,147.0,23.98,2321.0,110.0,185.0,45.0,273.0,32.0,4292.487088111139
JKCEMENT.NS,2024-09-01,146.0,16.28,2276.0,123.0,136.0,140.0,155.0,12.0,4370.043665732107
JKCEMENT.NS,2024-12-01,146.0,24.54,2438.0,112.0,190.0,45.0,279.0,32.0,4648.095764160156
JKCEMENT.NS,2025-03-01,162.0,46.64,2816.0,113.0,361.0,46.0,535.0,32.0,4930.971133474576
JKCEMENT.NS,2025-06-01,146.0,41.99,2665.0,109.0,324.0,56.0,489.0,34.0,6418.845848083496
JPPOWER.NS,2022-06-01,116.0,0.35,1192.0,150.0,242.0,9.0,372.0,35.0,6.854761941092355
JPPOWER.NS,2022-09-01,117.0,0.11,1130.0,138.0,75.0,116.0,117.0,36.0,7.80241935483871
JPPOWER.NS,2022-12-01,117.0,-0.32,1191.0,135.0,-218.0,5.0,-238.0,-8.0,7.302380978115021
JPPOWER.NS,2023-03-01,115.0,-0.06,1153.0,137.0,-44.0,-1.0,-26.0,69.0,5.8791666507720945
JPPOWER.NS,2023-06-01,115.0,0.28,1186.0,119.0,192.0,7.0,294.0,35.0,6.535156227648258
JPPOWER.NS,2023-09-01,116.0,0.1,939.0,117.0,69.0,-70.0,108.0,36.0,10.865833298365276
JPPOWER.NS,2023-12-01,117.0,0.25,1613.0,105.0,173.0,-56.0,299.0,42.0,16.87419362221995
JPPOWER.NS,2024-03-01,116.0,0.86,788.0,109.0,589.0,46.0,548.0,-7.0,17.823728852352854
JPPOWER.NS,2024-06-01,118.0,0.51,965.0,109.0,349.0,24.0,588.0,41.0,18.753709731563443
JPPOWER.NS,2024-09-01,120.0,0.27,840.0,110.0,183.0,79.0,234.0,22.0,18.25822577937957
JPPOWER.NS,2024-12-01,116.0,0.18,850.0,97.0,127.0,116.0,193.0,34.0,16.531718745827675
JPPOWER.NS,2025-03-01,116.0,0.23,952.0,97.0,156.0,26.0,201.0,23.0,14.514237258393885
JPPOWER.NS,2025-06-01,117.0,0.41,982.0,97.0,278.0,48.0,435.0,36.0,19.37874999642372
JSL.NS,2022-06-01,179.0,9.48,7229.0,79.0,508.0,50.0,682.0,26.0,111.05923195490762
JSL.NS,2022-09-01,182.0,6.72,8066.0,87.0,347.0,35.0,450.0,23.0,142.30557152532762
JSL.NS,2022-12-01,181.0,9.47,8194.0,76.0,513.0,74.0,685.0,25.0,235.67121911427333
JSL.NS,2023-03-01,181.0,9.3,8621.0,83.0,716.0,78.0,957.0,25.0,283.28067576090496
JSL.NS,2023-06-01,188.0,9.06,8992.0,100.0,738.0,76.0,981.0,25.0,362.8499755859375
JSL.NS,2023-09-01,222.0,9.4,8566.0,156.0,764.0,140.0,993.0,23.0,473.09639536539714
JSL.NS,2023-12-01,236.0,8.41,7881.0,146.0,691.0,52.0,917.0,25.0,580.3282923544607
JSL.NS,2024-03-01,233.0,6.08,8419.0,153.0,501.0,53.0,702.0,29.0,692.8725875595869
JSL.NS,2024-06-01,232.0,7.87,8219.0,143.0,646.0,51.0,886.0,27.0,760.0050019294985
JSL.NS,2024-09-01,241.0,7.42,8590.0,159.0,609.0,47.0,834.0,27.0,720.4326870825982
JSL.NS,2024-12-01,242.0,7.95,8714.0,161.0,654.0,99.0,890.0,26.0,658.8588743209839
JSL.NS,2025-03-01,241.0,7.17,9165.0,150.0,590.0,87.0,729.0,19.0,603.5142170534295
JSL.NS,2025-06-01,252.0,8.67,8911.0,144.0,715.0,69.0,969.0,26.0,702.5916090011597
JSWENERGY.NS,2022-06-01,289.0,3.41,2004.0,193.0,555.0,212.0,753.0,26.0,249.0967506529793
JSWENERGY.NS,2022-09-01,294.0,2.83,1498.0,204.0,457.0,214.0,605.0,24.0,319.0844106366557
JSWENERGY.NS,2022-12-01,295.0,1.09,1623.0,214.0,187.0,119.0,235.0,20.0,256.634024241614
JSWENERGY.NS,2023-03-01,291.0,1.65,1931.0,233.0,282.0,136.0,351.0,20.0,248.4869379679362
JSWENERGY.NS,2023-06-01,398.0,1.76,1706.0,486.0,290.0,87.0,426.0,32.0,296.68520760536194
JSWENERGY.NS,2023-09-01,409.0,5.17,1379.0,514.0,857.0,134.0,1092.0,22.0,397.32138875325523
JSWENERGY.NS,2023-12-01,400.0,1.41,1432.0,521.0,232.0,120.0,310.0,25.0,460.2130122030935
JSWENERGY.NS,2024-03-01,427.0,2.14,1587.0,533.0,345.0,130.0,339.0,-2.0,566.7772159899696
JSWENERGY.NS,2024-06-01,375.0,2.99,1462.0,511.0,534.0,167.0,698.0,24.0,694.9022827148438
JSWENERGY.NS,2024-09-01,392.0,4.88,1553.0,518.0,877.0,230.0,1005.0,13.0,707.9378622731855
JSWENERGY.NS,2024-12-01,406.0,0.96,1525.0,564.0,157.0,206.0,150.0,-5.0,562.0422081947327
JSWENERGY.NS,2025-03-01,482.0,2.33,1985.0,675.0,415.0,313.0,361.0,-15.0,502.6745564088983
JSWENERGY.NS,2025-06-01,739.0,4.25,2355.0,1306.0,836.0,271.0,1015.0,18.0,519.6003623008728
JSWHL.NS,2022-06-01,0.0,5.0,1.0,0.0,6.0,0.0,18.0,25.0,3374.0063437810018
JSWHL.NS,2022-09-01,0.0,229.32,2.0,0.0,255.0,0.0,335.0,25.0,4157.203235257057
JSWHL.NS,2022-12-01,0.0,26.97,1.0,0.0,30.0,0.0,25.0,25.0,4153.372217571925
JSWHL.NS,2023-03-01,0.0,37.35,1.0,0.0,41.0,0.0,23.0,25.0,4042.9374959309894
JSWHL.NS,2023-06-01,0.0,21.95,3.0,0.0,24.0,0.0,23.0,26.0,4492.267959594727
JSWHL.NS,2023-09-01,0.0,56.94,3.0,0.0,63.0,0.0,86.0,26.0,4773.134993489583
JSWHL.NS,2023-12-01,0.0,31.27,3.0,0.0,35.0,0.0,25.0,26.0,5604.7508190524195
JSWHL.NS,2024-03-01,0.0,29.99,3.0,0.0,33.0,0.0,24.0,18.0,6737.4576519465045
JSWHL.NS,2024-06-01,0.0,47.37,3.0,0.0,53.0,0.0,24.0,25.0,6937.55322265625
JSWHL.NS,2024-09-01,0.0,107.79,4.0,0.0,120.0,0.0,158.0,25.0,10607.761206842239
JSWHL.NS,2024-12-01,0.0,12.51,3.0,0.0,14.0,0.0,26.0,25.0,16223.12973022461
JSWHL.NS,2025-03-01,0.0,8.76,4.0,0.0,10.0,0.0,26.0,26.0,22959.999238612287
JSWHL.NS,2025-06-01,0.0,30.46,4.0,0.0,34.0,0.0,26.0,25.0,20757.265625
JSWSTEEL.NS,2022-06-01,1778.0,3.47,33794.0,1422.0,839.0,189.0,1281.0,34.0,587.1773981972347
JSWSTEEL.NS,2022-09-01,1805.0,-3.51,40082.0,1523.0,-915.0,779.0,-853.0,7.0,666.9022393995716
JSWSTEEL.NS,2022-12-01,1882.0,2.03,34643.0,1819.0,474.0,188.0,978.0,52.0,725.3750978500124
JSWSTEEL.NS,2023-03-01,2009.0,15.16,39031.0,2138.0,3741.0,465.0,4249.0,12.0,687.4546457926432
JSWSTEEL.NS,2023-06-01,1900.0,9.67,35201.0,1963.0,2428.0,331.0,3480.0,30.0,772.9438314437866
JSWSTEEL.NS,2023-09-01,2019.0,11.29,36722.0,2084.0,2773.0,826.0,4585.0,40.0,767.4248352050781
JSWSTEEL.NS,2023-12-01,2059.0,9.88,34776.0,1996.0,2450.0,194.0,3303.0,26.0,820.5557703818045
JSWSTEEL.NS,2024-03-01,2194.0,5.31,40243.0,2062.0,1322.0,242.0,2012.0,34.0,849.6108708785752
JSWSTEEL.NS,2024-06-01,2209.0,3.46,37445.0,2073.0,867.0,164.0,1380.0,37.0,912.4602985997354
JSWSTEEL.NS,2024-09-01,2267.0,1.8,34309.0,2130.0,404.0,-189.0,789.0,49.0,969.8721589119203
JSWSTEEL.NS,2024-12-01,2336.0,2.93,35799.0,2115.0,719.0,50.0,1178.0,39.0,943.3440999984741
JSWSTEEL.NS,2025-03-01,2497.0,6.15,38684.0,2094.0,1501.0,186.0,1730.0,13.0,1009.1072108381885
JSWSTEEL.NS,2025-06-01,2537.0,8.93,35671.0,2217.0,2209.0,350.0,3072.0,28.0,1029.3029832839966
JUBLFOOD.NS,2022-06-01,107.0,1.71,962.0,47.0,113.0,11.0,149.0,25.0,552.7113158210875
JUBLFOOD.NS,2022-09-01,115.0,1.99,990.0,50.0,132.0,27.0,174.0,25.0,592.393538936492
JUBLFOOD.NS,2022-12-01,133.0,1.22,1046.0,52.0,80.0,10.0,111.0,28.0,490.11004929315476
JUBLFOOD.NS,2023-03-01,132.0,0.43,1052.0,53.0,29.0,20.0,53.0,47.0,448.89399770100914
JUBLFOOD.NS,2023-06-01,136.0,0.44,1100.0,54.0,29.0,9.0,54.0,47.0,485.89914751052856
JUBLFOOD.NS,2023-09-01,142.0,1.47,1091.0,57.0,97.0,42.0,121.0,19.0,525.0060348510742
JUBLFOOD.NS,2023-12-01,152.0,1.0,1098.0,62.0,66.0,20.0,86.0,23.0,524.2843199699156
JUBLFOOD.NS,2024-03-01,169.0,3.14,1262.0,114.0,208.0,196.0,224.0,7.0,457.7854283219677
JUBLFOOD.NS,2024-06-01,184.0,0.85,1553.0,134.0,58.0,14.0,77.0,24.0,581.5103198635962
JUBLFOOD.NS,2024-09-01,201.0,0.97,1558.0,138.0,67.0,25.0,82.0,19.0,633.5076215190272
JUBLFOOD.NS,2024-12-01,208.0,0.65,1749.0,133.0,43.0,6.0,67.0,35.0,693.6227502822876
JUBLFOOD.NS,2025-03-01,214.0,0.73,1715.0,117.0,49.0,11.0,69.0,28.0,667.7349946620101
JUBLFOOD.NS,2025-06-01,220.0,1.39,1823.0,111.0,94.0,19.0,126.0,25.0,667.7739658355713
KAJARIACER.NS,2022-06-01,32.0,5.8,855.0,4.0,93.0,8.0,126.0,26.0,1018.0197434198288
KAJARIACER.NS,2022-09-01,34.0,4.39,948.0,3.0,69.0,4.0,97.0,29.0,1095.6270082535282
KAJARIACER.NS,2022-12-01,33.0,4.67,958.0,8.0,74.0,7.0,100.0,26.0,1081.2371661473835
KAJARIACER.NS,2023-03-01,34.0,6.78,1029.0,7.0,111.0,6.0,140.0,21.0,1096.0241963704427
KAJARIACER.NS,2023-06-01,31.0,6.75,895.0,5.0,109.0,9.0,143.0,24.0,1332.6448192596436
KAJARIACER.NS,2023-09-01,36.0,6.78,942.0,4.0,111.0,8.0,147.0,25.0,1296.4576721191406
KAJARIACER.NS,2023-12-01,39.0,6.54,973.0,5.0,108.0,11.0,146.0,26.0,1315.8954782793598
KAJARIACER.NS,2024-03-01,42.0,6.43,1036.0,5.0,104.0,15.0,140.0,25.0,1207.6632742154395
KAJARIACER.NS,2024-06-01,42.0,5.64,927.0,3.0,92.0,5.0,128.0,28.0,1368.1954503213205
KAJARIACER.NS,2024-09-01,41.0,5.29,1023.0,5.0,86.0,10.0,121.0,29.0,1330.9685846144152
KAJARIACER.NS,2024-12-01,40.0,4.88,1003.0,7.0,79.0,4.0,110.0,28.0,1045.8029594421387
KAJARIACER.NS,2025-03-01,43.0,2.67,1083.0,6.0,43.0,-11.0,78.0,44.0,871.2005697993909
KAJARIACER.NS,2025-06-01,44.0,6.84,916.0,5.0,110.0,12.0,150.0,26.0,1155.5757608413696
KANSAINER.NS,2022-06-01,43.0,1.93,1796.0,8.0,152.0,5.0,208.0,27.0,275.3146563333178
KANSAINER.NS,2022-09-01,45.0,1.4,1732.0,6.0,111.0,4.0,152.0,27.0,307.6089059152911
KANSAINER.NS,2022-12-01,46.0,1.36,1631.0,7.0,109.0,7.0,149.0,27.0,274.8400389656188
KANSAINER.NS,2023-03-01,46.0,1.16,1565.0,7.0,96.0,10.0,125.0,23.0,258.0308461507162
KANSAINER.NS,2023-06-01,47.0,9.13,1825.0,7.0,734.0,678.0,956.0,23.0,308.17971897125244
KANSAINER.NS,2023-09-01,47.0,2.19,1683.0,8.0,175.0,22.0,240.0,27.0,315.28543752034506
KANSAINER.NS,2023-12-01,48.0,1.91,1675.0,7.0,152.0,20.0,208.0,27.0,319.81794246550527
KANSAINER.NS,2024-03-01,48.0,1.44,1590.0,7.0,114.0,33.0,157.0,27.0,270.7622259107687
KANSAINER.NS,2024-06-01,48.0,2.86,1803.0,7.0,225.0,34.0,308.0,27.0,280.04134787282635
KANSAINER.NS,2024-09-01,49.0,1.52,1739.0,7.0,120.0,27.0,183.0,34.0,286.109978706606
KANSAINER.NS,2024-12-01,53.0,8.42,1687.0,9.0,662.0,671.0,844.0,22.0,247.91087555885315
KANSAINER.NS,2025-03-01,52.0,1.34,1651.0,8.0,102.0,37.0,144.0,29.0,245.99702608787408
KANSAINER.NS,2025-06-01,53.0,2.73,1859.0,7.0,216.0,53.0,295.0,27.0,243.55128264427185
KEC.NS,2022-06-01,39.0,1.21,3150.0,100.0,31.0,8.0,37.0,16.0,406.71592591300845
KEC.NS,2022-09-01,40.0,2.15,3886.0,128.0,55.0,16.0,27.0,-108.0,418.25216281029486
KEC.NS,2022-12-01,41.0,0.68,4175.0,149.0,18.0,2.0,11.0,-54.0,464.473147437686
KEC.NS,2023-03-01,42.0,2.81,5242.0,162.0,72.0,6.0,86.0,16.0,478.4269068400065
KEC.NS,2023-06-01,42.0,1.65,3999.0,159.0,42.0,3.0,47.0,9.0,592.6704740524292
KEC.NS,2023-09-01,47.0,2.17,4225.0,178.0,56.0,16.0,66.0,15.0,628.722026570638
KEC.NS,2023-12-01,49.0,3.77,4699.0,164.0,97.0,26.0,121.0,20.0,626.0477285077495
KEC.NS,2024-03-01,48.0,5.9,5777.0,154.0,152.0,8.0,193.0,21.0,721.8660236940545
KEC.NS,2024-06-01,47.0,3.41,4242.0,155.0,88.0,43.0,112.0,22.0,852.7565386372228
KEC.NS,2024-09-01,45.0,3.21,4793.0,168.0,85.0,7.0,113.0,25.0,982.9135446856098
KEC.NS,2024-12-01,45.0,4.87,4975.0,170.0,130.0,1.0,160.0,19.0,972.3539295196533
KEC.NS,2025-03-01,47.0,10.08,6333.0,170.0,268.0,20.0,342.0,22.0,741.19347834183
KEC.NS,2025-06-01,46.0,4.68,4673.0,151.0,125.0,5.0,159.0,21.0,861.5361089706421
KEI.NS,2022-06-01,14.0,11.52,1406.0,9.0,104.0,4.0,140.0,26.0,1268.589088076637
KEI.NS,2022-09-01,14.0,11.85,1448.0,8.0,107.0,5.0,144.0,26.0,1517.1580653036795
KEI.NS,2022-12-01,14.0,14.26,1602.0,8.0,129.0,14.0,174.0,26.0,1556.0579407707094
KEI.NS,2023-03-01,14.0,15.31,1751.0,10.0,138.0,7.0,184.0,25.0,1803.5076721191406
KEI.NS,2023-06-01,15.0,13.46,1604.0,9.0,121.0,8.0,163.0,26.0,2368.4916191101074
KEI.NS,2023-09-01,16.0,15.54,1743.0,8.0,140.0,9.0,188.0,26.0,2624.3376627604166
KEI.NS,2023-12-01,15.0,16.7,1845.0,11.0,151.0,14.0,202.0,26.0,3135.5998102003527
KEI.NS,2024-03-01,16.0,18.67,2075.0,17.0,168.0,4.0,227.0,26.0,3736.0656283103813
KEI.NS,2024-06-01,16.0,16.65,1846.0,14.0,150.0,13.0,203.0,26.0,4412.336347026209
KEI.NS,2024-09-01,16.0,17.15,2059.0,13.0,155.0,17.0,208.0,26.0,4188.832184822329
KEI.NS,2024-12-01,19.0,17.25,2226.0,14.0,165.0,9.0,221.0,26.0,4069.7631187438965
KEI.NS,2025-03-01,19.0,23.71,2614.0,14.0,227.0,37.0,305.0,26.0,3104.2932211665784
KEI.NS,2025-06-01,20.0,20.49,2332.0,14.0,196.0,40.0,263.0,26.0,3804.332820892334
KPITTECH.NS,2022-06-01,31.0,3.12,553.0,6.0,88.0,16.0,112.0,22.0,513.2902420286148
KPITTECH.NS,2022-09-01,33.0,3.05,607.0,7.0,84.0,11.0,109.0,23.0,648.5701884608114
KPITTECH.NS,2022-12-01,40.0,3.67,747.0,8.0,104.0,18.0,139.0,25.0,727.2593083457341
KPITTECH.NS,2023-03-01,42.0,4.07,835.0,11.0,112.0,7.0,136.0,18.0,874.799609375
KPITTECH.NS,2023-06-01,45.0,4.89,884.0,14.0,134.0,22.0,177.0,24.0,1086.8712911605835
KPITTECH.NS,2023-09-01,48.0,5.14,959.0,14.0,141.0,9.0,188.0,25.0,1225.2839253743489
KPITTECH.NS,2023-12-01,50.0,5.67,998.0,16.0,157.0,19.0,212.0,26.0,1523.4948691091229
KPITTECH.NS,2024-03-01,53.0,6.0,1045.0,12.0,166.0,17.0,224.0,26.0,1454.6558444782838
KPITTECH.NS,2024-06-01,53.0,7.45,1077.0,13.0,204.0,54.0,277.0,26.0,1690.2384545110888
KPITTECH.NS,2024-09-01,56.0,7.43,1174.0,10.0,204.0,52.0,283.0,28.0,1578.6076620778729
KPITTECH.NS,2024-12-01,58.0,6.82,1172.0,10.0,187.0,19.0,257.0,27.0,1393.8883590698242
KPITTECH.NS,2025-03-01,58.0,8.93,1205.0,9.0,245.0,60.0,316.0,23.0,1257.0340989969545
KPITTECH.NS,2025-06-01,63.0,6.27,1244.0,12.0,172.0,16.0,236.0,27.0,1265.6693592071533
LALPATHLAB.NS,2022-06-01,36.0,6.92,385.0,8.0,58.0,8.0,81.0,28.0,2163.7152041480654
