Ticker,Quarter,Depreciation,EPS in Rs,Expenses +,Interest,Net Profit +,Other Income +,Profit before tax,Tax %
CYIENT.NS,2022-12-01,70.0,14.12,1335.0,26.0,156.0,19.0,206.0,24.0
CYIENT.NS,2023-03-01,73.0,14.76,1429.0,26.0,163.0,-16.0,208.0,21.0
CYIENT.NS,2023-06-01,68.0,15.2,1371.0,28.0,169.0,-1.0,219.0,23.0
CYIENT.NS,2023-09-01,66.0,16.1,1453.0,27.0,184.0,7.0,240.0,24.0
CYIENT.NS,2023-12-01,66.0,13.28,1495.0,29.0,153.0,-32.0,200.0,23.0
CYIENT.NS,2024-03-01,67.0,17.06,1526.0,32.0,197.0,23.0,259.0,24.0
CYIENT.NS,2024-06-01,66.0,12.97,1411.0,26.0,148.0,21.0,195.0,24.0
CYIENT.NS,2024-09-01,66.0,16.14,1552.0,28.0,187.0,51.0,254.0,27.0
CYIENT.NS,2024-12-01,68.0,11.02,1648.0,20.0,128.0,-17.0,174.0,26.0
CYIENT.NS,2025-03-01,68.0,15.35,1611.0,19.0,186.0,41.0,252.0,26.0
CYIENT.NS,2025-06-01,68.0,13.85,1484.0,16.0,157.0,70.0,214.0,26.0
DABUR.NS,2022-06-01,68.0,2.49,2279.0,12.0,441.0,101.0,564.0,22.0
DABUR.NS,2022-09-01,70.0,2.77,2386.0,15.0,491.0,123.0,638.0,23.0
DABUR.NS,2022-12-01,71.0,2.69,2434.0,19.0,477.0,101.0,620.0,23.0
DABUR.NS,2023-03-01,102.0,1.7,2268.0,32.0,293.0,121.0,396.0,26.0
DABUR.NS,2023-06-01,97.0,2.62,2526.0,24.0,457.0,110.0,593.0,23.0
DABUR.NS,2023-09-01,98.0,2.91,2543.0,28.0,507.0,117.0,651.0,22.0
DABUR.NS,2023-12-01,97.0,2.9,2588.0,36.0,506.0,127.0,661.0,23.0
DABUR.NS,2024-03-01,107.0,1.97,2348.0,35.0,341.0,129.0,453.0,25.0
DABUR.NS,2024-06-01,109.0,2.82,2694.0,33.0,494.0,129.0,642.0,23.0
DABUR.NS,2024-09-01,111.0,2.4,2476.0,47.0,418.0,152.0,546.0,24.0
DABUR.NS,2024-12-01,109.0,2.95,2673.0,44.0,516.0,129.0,658.0,22.0
DABUR.NS,2025-03-01,117.0,1.81,2403.0,39.0,313.0,141.0,412.0,24.0
DABUR.NS,2025-06-01,114.0,2.9,2737.0,35.0,508.0,144.0,663.0,23.0
DALBHARAT.NS,2022-06-01,312.0,10.46,2713.0,47.0,205.0,39.0,269.0,24.0
DALBHARAT.NS,2022-09-01,332.0,2.45,2592.0,54.0,47.0,33.0,26.0,-81.0
DALBHARAT.NS,2022-12-01,325.0,10.88,2711.0,69.0,218.0,42.0,292.0,25.0
DALBHARAT.NS,2023-03-01,336.0,31.42,3205.0,64.0,609.0,424.0,734.0,17.0
DALBHARAT.NS,2023-06-01,399.0,6.93,3014.0,83.0,144.0,54.0,185.0,22.0
DALBHARAT.NS,2023-09-01,401.0,6.29,2560.0,101.0,123.0,80.0,171.0,28.0
DALBHARAT.NS,2023-12-01,370.0,14.02,2825.0,108.0,266.0,60.0,361.0,26.0
DALBHARAT.NS,2024-03-01,328.0,16.8,3653.0,94.0,320.0,120.0,352.0,9.0
DALBHARAT.NS,2024-06-01,317.0,7.52,2952.0,95.0,145.0,-63.0,194.0,25.0
DALBHARAT.NS,2024-09-01,336.0,2.45,2653.0,98.0,49.0,73.0,73.0,33.0
DALBHARAT.NS,2024-12-01,364.0,3.25,2670.0,101.0,66.0,37.0,83.0,20.0
DALBHARAT.NS,2025-03-01,314.0,23.19,3298.0,105.0,439.0,93.0,467.0,6.0
DALBHARAT.NS,2025-06-01,322.0,20.95,2753.0,108.0,395.0,65.0,518.0,24.0
DATAMATICS.NS,2022-06-01,9.0,7.36,279.0,1.0,43.0,13.0,52.0,17.0
DATAMATICS.NS,2022-09-01,9.0,6.78,292.0,1.0,39.0,10.0,52.0,24.0
DATAMATICS.NS,2022-12-01,9.0,7.78,314.0,1.0,45.0,11.0,60.0,25.0
DATAMATICS.NS,2023-03-01,9.0,10.13,332.0,0.0,58.0,5.0,80.0,27.0
DATAMATICS.NS,2023-06-01,9.0,9.34,323.0,1.0,55.0,9.0,67.0,19.0
DATAMATICS.NS,2023-09-01,9.0,8.35,318.0,0.0,49.0,9.0,59.0,16.0
DATAMATICS.NS,2023-12-01,9.0,7.0,317.0,1.0,41.0,11.0,54.0,23.0
DATAMATICS.NS,2024-03-01,9.0,8.9,348.0,0.0,52.0,16.0,71.0,27.0
DATAMATICS.NS,2024-06-01,9.0,7.37,343.0,0.0,44.0,11.0,53.0,17.0
DATAMATICS.NS,2024-09-01,9.0,7.18,358.0,0.0,42.0,14.0,53.0,20.0
DATAMATICS.NS,2024-12-01,10.0,12.56,371.0,2.0,75.0,46.0,88.0,15.0
DATAMATICS.NS,2025-03-01,20.0,7.58,423.0,7.0,45.0,8.0,56.0,19.0
DATAMATICS.NS,2025-06-01,20.0,8.51,392.0,5.0,50.0,12.0,64.0,21.0
DEEPAKFERT.NS,2022-06-01,59.0,35.98,2291.0,44.0,436.0,11.0,649.0,33.0
DEEPAKFERT.NS,2022-09-01,56.0,21.54,2225.0,43.0,276.0,27.0,422.0,35.0
DEEPAKFERT.NS,2022-12-01,55.0,19.76,2294.0,53.0,252.0,31.0,384.0,34.0
DEEPAKFERT.NS,2023-03-01,69.0,20.19,2326.0,55.0,257.0,15.0,360.0,29.0
DEEPAKFERT.NS,2023-06-01,59.0,8.72,2032.0,79.0,114.0,20.0,162.0,30.0
DEEPAKFERT.NS,2023-09-01,81.0,4.76,2138.0,107.0,63.0,19.0,117.0,46.0
DEEPAKFERT.NS,2023-12-01,91.0,4.56,1570.0,106.0,61.0,11.0,97.0,37.0
DEEPAKFERT.NS,2024-03-01,102.0,17.83,1648.0,112.0,230.0,72.0,296.0,22.0
DEEPAKFERT.NS,2024-06-01,95.0,15.49,1817.0,111.0,200.0,12.0,270.0,26.0
DEEPAKFERT.NS,2024-09-01,100.0,16.64,2253.0,103.0,214.0,7.0,299.0,28.0
DEEPAKFERT.NS,2024-12-01,100.0,19.86,2093.0,98.0,253.0,13.0,301.0,16.0
DEEPAKFERT.NS,2025-03-01,109.0,21.96,2187.0,101.0,278.0,50.0,320.0,13.0
DEEPAKFERT.NS,2025-06-01,103.0,19.26,2146.0,88.0,244.0,24.0,345.0,29.0
DEEPAKNTR.NS,2022-06-01,42.0,17.2,1702.0,9.0,235.0,10.0,315.0,26.0
DEEPAKNTR.NS,2022-09-01,42.0,12.79,1691.0,6.0,174.0,12.0,235.0,26.0
DEEPAKNTR.NS,2022-12-01,41.0,15.33,1676.0,6.0,209.0,13.0,281.0,26.0
DEEPAKNTR.NS,2023-03-01,41.0,17.15,1613.0,4.0,234.0,13.0,315.0,26.0
DEEPAKNTR.NS,2023-06-01,38.0,10.99,1559.0,2.0,150.0,32.0,202.0,26.0
DEEPAKNTR.NS,2023-09-01,39.0,15.04,1476.0,3.0,205.0,17.0,277.0,26.0
DEEPAKNTR.NS,2023-12-01,42.0,14.81,1705.0,3.0,202.0,14.0,274.0,26.0
DEEPAKNTR.NS,2024-03-01,46.0,18.61,1825.0,4.0,254.0,99.0,349.0,27.0
DEEPAKNTR.NS,2024-06-01,47.0,14.85,1858.0,6.0,203.0,19.0,275.0,26.0
DEEPAKNTR.NS,2024-09-01,48.0,14.24,1734.0,6.0,194.0,21.0,264.0,26.0
DEEPAKNTR.NS,2024-12-01,48.0,7.19,1735.0,6.0,98.0,21.0,135.0,27.0
DEEPAKNTR.NS,2025-03-01,51.0,14.84,1863.0,9.0,202.0,23.0,279.0,27.0
DEEPAKNTR.NS,2025-06-01,51.0,8.23,1700.0,8.0,112.0,25.0,155.0,27.0
DELHIVERY.NS,2022-06-01,181.0,-5.51,2000.0,25.0,-399.0,55.0,-405.0,-1.0
DELHIVERY.NS,2022-09-01,200.0,-3.5,1934.0,24.0,-254.0,95.0,-266.0,-5.0
DELHIVERY.NS,2022-12-01,207.0,-2.69,1898.0,21.0,-196.0,94.0,-209.0,-6.0
DELHIVERY.NS,2023-03-01,242.0,-2.18,1846.0,19.0,-159.0,75.0,-173.0,-8.0
DELHIVERY.NS,2023-06-01,167.0,-1.22,1943.0,20.0,-89.0,108.0,-92.0,-3.0
DELHIVERY.NS,2023-09-01,171.0,-1.4,1957.0,20.0,-103.0,101.0,-105.0,-2.0
DELHIVERY.NS,2023-12-01,183.0,0.16,2089.0,22.0,12.0,123.0,23.0,50.0
DELHIVERY.NS,2024-03-01,200.0,-0.93,2030.0,27.0,-68.0,111.0,-71.0,-3.0
DELHIVERY.NS,2024-06-01,119.0,0.74,2076.0,28.0,54.0,105.0,53.0,-3.0
DELHIVERY.NS,2024-09-01,131.0,0.14,2139.0,31.0,10.0,120.0,9.0,-18.0
DELHIVERY.NS,2024-12-01,142.0,0.34,2278.0,33.0,25.0,99.0,24.0,-5.0
DELHIVERY.NS,2025-03-01,142.0,0.97,2072.0,34.0,73.0,129.0,72.0,-1.0
DELHIVERY.NS,2025-06-01,147.0,1.22,2153.0,34.0,91.0,130.0,90.0,-2.0
DEVYANI.NS,2022-06-01,63.73,0.61,540.03,32.82,74.77,9.0,77.14,3.07
DEVYANI.NS,2022-09-01,66.05,0.49,581.04,34.81,56.83,-6.78,58.75,3.29
DEVYANI.NS,2022-12-01,70.63,0.59,616.66,37.81,71.04,-0.71,64.79,-9.63
DEVYANI.NS,2023-03-01,78.36,0.5,604.37,42.04,59.88,11.02,41.23,-45.23
DEVYANI.NS,2023-06-01,79.6,0.1,720.52,40.37,-1.59,6.82,12.96,112.27
DEVYANI.NS,2023-09-01,86.34,0.28,665.04,41.66,35.82,-7.41,19.02,-88.38
DEVYANI.NS,2023-12-01,92.98,0.08,696.84,48.24,5.07,4.61,9.68,47.73
DEVYANI.NS,2024-03-01,125.9,-0.06,916.83,56.67,-48.96,14.34,-37.98,28.86
DEVYANI.NS,2024-06-01,132.22,0.25,1006.08,62.99,22.43,9.91,30.52,26.51
DEVYANI.NS,2024-09-01,139.12,-0.01,1026.46,65.33,-4.93,4.84,-3.91,25.83
DEVYANI.NS,2024-12-01,146.76,-0.0,1081.19,66.98,-7.64,9.05,8.52,189.67
DEVYANI.NS,2025-03-01,151.78,-0.12,1026.82,69.53,-16.77,13.19,-22.35,-25.01
DEVYANI.NS,2025-06-01,149.68,0.03,1151.09,66.78,2.23,13.32,2.74,18.61
DIVISLAB.NS,2022-06-01,85.0,26.44,1406.0,0.0,702.0,88.0,852.0,18.0
DIVISLAB.NS,2022-09-01,86.0,18.57,1234.0,0.0,493.0,80.0,615.0,20.0
DIVISLAB.NS,2022-12-01,87.0,11.53,1299.0,0.0,306.0,113.0,435.0,30.0
DIVISLAB.NS,2023-03-01,87.0,12.09,1464.0,0.0,321.0,66.0,466.0,31.0
DIVISLAB.NS,2023-06-01,93.0,13.41,1274.0,0.0,356.0,81.0,492.0,28.0
DIVISLAB.NS,2023-09-01,95.0,13.11,1430.0,1.0,348.0,86.0,469.0,26.0
DIVISLAB.NS,2023-12-01,95.0,13.49,1366.0,0.0,358.0,95.0,489.0,27.0
DIVISLAB.NS,2024-03-01,95.0,20.27,1572.0,2.0,538.0,79.0,713.0,25.0
DIVISLAB.NS,2024-06-01,97.0,16.2,1496.0,0.0,430.0,79.0,604.0,29.0
DIVISLAB.NS,2024-09-01,99.0,19.21,1622.0,1.0,510.0,106.0,722.0,29.0
DIVISLAB.NS,2024-12-01,99.0,22.19,1576.0,0.0,589.0,82.0,726.0,19.0
DIVISLAB.NS,2025-03-01,107.0,24.94,1699.0,1.0,662.0,86.0,864.0,23.0
DIVISLAB.NS,2025-06-01,112.0,20.53,1681.0,3.0,545.0,119.0,733.0,26.0
DIXON.NS,2022-06-01,24.0,7.7,2755.0,14.0,45.0,0.0,62.0,27.0
DIXON.NS,2022-09-01,29.0,13.02,3722.0,16.0,77.0,1.0,100.0,23.0
DIXON.NS,2022-12-01,29.0,8.72,2294.0,15.0,52.0,4.0,70.0,26.0
DIXON.NS,2023-03-01,32.0,13.54,2909.0,15.0,81.0,3.0,112.0,28.0
DIXON.NS,2023-06-01,34.0,11.55,3140.0,14.0,67.0,6.0,90.0,25.0
DIXON.NS,2023-09-01,36.0,18.02,4744.0,17.0,113.0,3.0,149.0,24.0
DIXON.NS,2023-12-01,41.0,16.12,4634.0,22.0,97.0,4.0,126.0,23.0
DIXON.NS,2024-03-01,51.0,15.91,4476.0,21.0,97.0,19.0,130.0,25.0
DIXON.NS,2024-06-01,55.0,22.34,6332.0,29.0,140.0,16.0,180.0,22.0
DIXON.NS,2024-09-01,66.0,65.15,11108.0,38.0,412.0,206.0,529.0,22.0
DIXON.NS,2024-12-01,75.0,28.5,10063.0,41.0,216.0,10.0,285.0,24.0
DIXON.NS,2025-03-01,86.0,66.54,9850.0,46.0,465.0,265.0,576.0,19.0
DIXON.NS,2025-06-01,93.0,37.2,12353.0,33.0,280.0,8.0,366.0,23.0
DLF.NS,2022-06-01,37.0,1.9,1028.0,105.0,469.0,75.0,346.0,25.0
DLF.NS,2022-09-01,37.0,1.93,866.0,107.0,477.0,58.0,351.0,26.0
DLF.NS,2022-12-01,39.0,2.1,1018.0,95.0,518.0,65.0,408.0,27.0
DLF.NS,2023-03-01,36.0,2.3,1058.0,85.0,570.0,120.0,397.0,28.0
DLF.NS,2023-06-01,36.0,2.13,1027.0,85.0,526.0,98.0,373.0,27.0
DLF.NS,2023-09-01,37.0,2.52,885.0,90.0,622.0,129.0,464.0,24.0
DLF.NS,2023-12-01,38.0,2.65,1010.0,84.0,656.0,122.0,512.0,26.0
DLF.NS,2024-03-01,37.0,3.72,1381.0,98.0,920.0,182.0,802.0,21.0
DLF.NS,2024-06-01,37.0,2.61,1134.0,101.0,645.0,367.0,458.0,26.0
DLF.NS,2024-09-01,38.0,5.58,1473.0,94.0,1381.0,206.0,577.0,-81.0
DLF.NS,2024-12-01,39.0,4.28,1129.0,94.0,1059.0,-94.0,174.0,-154.0
DLF.NS,2025-03-01,37.0,5.18,2150.0,109.0,1282.0,220.0,1053.0,17.0
DLF.NS,2025-06-01,34.0,3.08,2353.0,79.0,763.0,264.0,515.0,26.0
DMART.NS,2022-06-01,145.0,9.93,9030.0,17.0,643.0,29.0,875.0,27.0
DMART.NS,2022-09-01,162.0,10.59,9746.0,18.0,686.0,36.0,748.0,8.0
DMART.NS,2022-12-01,168.0,9.1,10604.0,17.0,590.0,32.0,812.0,27.0
DMART.NS,2023-03-01,164.0,7.1,9823.0,16.0,460.0,33.0,625.0,26.0
DMART.NS,2023-06-01,162.0,10.12,10830.0,15.0,659.0,39.0,897.0,27.0
DMART.NS,2023-09-01,174.0,9.58,11619.0,16.0,623.0,37.0,852.0,27.0
DMART.NS,2023-12-01,189.0,10.61,12453.0,15.0,690.0,33.0,949.0,27.0
DMART.NS,2024-03-01,205.0,8.66,11783.0,13.0,563.0,38.0,763.0,26.0
DMART.NS,2024-06-01,193.0,11.89,12848.0,16.0,774.0,42.0,1054.0,27.0
DMART.NS,2024-09-01,208.0,10.14,13351.0,16.0,659.0,34.0,903.0,27.0
DMART.NS,2024-12-01,228.0,11.12,14755.0,18.0,724.0,24.0,995.0,27.0
DMART.NS,2025-03-01,241.0,8.47,13917.0,19.0,551.0,25.0,720.0,24.0
DMART.NS,2025-06-01,232.0,11.88,15061.0,29.0,773.0,19.0,1057.0,27.0
DRREDDY.NS,2022-06-01,302.0,14.29,4292.0,35.0,1189.0,863.0,1468.0,19.0
DRREDDY.NS,2022-09-01,309.0,13.39,4433.0,31.0,1114.0,55.0,1614.0,31.0
DRREDDY.NS,2022-12-01,324.0,14.94,4851.0,42.0,1244.0,65.0,1638.0,24.0
DRREDDY.NS,2023-03-01,316.0,11.53,4781.0,35.0,960.0,146.0,1329.0,28.0
DRREDDY.NS,2023-06-01,353.0,16.87,4696.0,37.0,1405.0,178.0,1850.0,24.0
DRREDDY.NS,2023-09-01,376.0,17.77,4894.0,35.0,1482.0,319.0,1917.0,23.0
DRREDDY.NS,2023-12-01,374.0,16.56,5214.0,39.0,1381.0,219.0,1829.0,24.0
DRREDDY.NS,2024-03-01,368.0,15.7,5283.0,59.0,1310.0,201.0,1605.0,18.0
DRREDDY.NS,2024-06-01,381.0,16.69,5566.0,60.0,1392.0,193.0,1883.0,26.0
DRREDDY.NS,2024-09-01,397.0,15.05,5962.0,76.0,1342.0,314.0,1917.0,30.0
DRREDDY.NS,2024-12-01,471.0,16.94,6108.0,82.0,1404.0,154.0,1874.0,25.0
DRREDDY.NS,2025-03-01,455.0,19.09,6530.0,66.0,1587.0,528.0,2005.0,21.0
DRREDDY.NS,2025-06-01,476.0,16.99,6398.0,83.0,1410.0,290.0,1905.0,26.0
ECLERX.NS,2022-06-01,25.0,19.57,474.0,5.0,100.0,22.0,135.0,27.0
ECLERX.NS,2022-09-01,27.0,24.82,469.0,5.0,126.0,21.0,170.0,26.0
ECLERX.NS,2022-12-01,30.0,25.85,496.0,5.0,131.0,18.0,173.0,24.0
ECLERX.NS,2023-03-01,32.0,27.04,486.0,6.0,132.0,5.0,174.0,24.0
ECLERX.NS,2023-06-01,28.0,21.69,517.0,6.0,107.0,8.0,141.0,24.0
ECLERX.NS,2023-09-01,30.0,27.73,517.0,6.0,136.0,14.0,182.0,25.0
ECLERX.NS,2023-12-01,34.0,28.28,546.0,6.0,139.0,19.0,187.0,26.0
ECLERX.NS,2024-03-01,34.0,26.62,571.0,6.0,130.0,23.0,179.0,28.0
ECLERX.NS,2024-06-01,32.0,22.77,616.0,8.0,112.0,21.0,148.0,24.0
ECLERX.NS,2024-09-01,33.0,28.61,616.0,8.0,140.0,13.0,188.0,26.0
ECLERX.NS,2024-12-01,36.0,27.96,646.0,8.0,137.0,21.0,184.0,25.0
ECLERX.NS,2025-03-01,41.0,31.04,680.0,11.0,153.0,32.0,199.0,23.0
ECLERX.NS,2025-06-01,37.0,28.9,714.0,10.0,142.0,14.0,188.0,25.0
EICHERMOT.NS,2022-06-01,116.0,22.33,2566.0,5.0,611.0,82.0,792.0,23.0
EICHERMOT.NS,2022-09-01,127.0,24.02,2698.0,7.0,657.0,193.0,880.0,25.0
EICHERMOT.NS,2022-12-01,135.0,27.09,2864.0,8.0,741.0,256.0,971.0,24.0
EICHERMOT.NS,2023-03-01,148.0,33.11,2871.0,8.0,906.0,379.0,1156.0,22.0
EICHERMOT.NS,2023-06-01,142.0,33.58,2966.0,10.0,918.0,344.0,1212.0,24.0
EICHERMOT.NS,2023-09-01,143.0,37.12,3027.0,13.0,1016.0,375.0,1307.0,22.0
EICHERMOT.NS,2023-12-01,148.0,36.38,3089.0,12.0,996.0,368.0,1298.0,23.0
EICHERMOT.NS,2024-03-01,165.0,39.1,3127.0,15.0,1070.0,437.0,1385.0,23.0
EICHERMOT.NS,2024-06-01,169.0,40.2,3228.0,12.0,1101.0,457.0,1441.0,24.0
EICHERMOT.NS,2024-09-01,180.0,40.15,3175.0,13.0,1100.0,468.0,1362.0,19.0
EICHERMOT.NS,2024-12-01,179.0,42.7,3772.0,13.0,1170.0,452.0,1461.0,20.0
EICHERMOT.NS,2025-03-01,201.0,49.68,3983.0,16.0,1362.0,628.0,1669.0,18.0
EICHERMOT.NS,2025-06-01,198.0,43.95,3839.0,15.0,1205.0,603.0,1593.0,24.0
EIHOTEL.NS,2022-06-01,31.0,1.0,297.0,8.0,66.0,30.0,87.0,24.0
EIHOTEL.NS,2022-09-01,32.0,0.39,317.0,8.0,22.0,-20.0,25.0,11.0
EIHOTEL.NS,2022-12-01,31.0,2.28,377.0,7.0,149.0,27.0,197.0,25.0
EIHOTEL.NS,2023-03-01,32.0,1.35,433.0,12.0,92.0,-16.0,145.0,36.0
EIHOTEL.NS,2023-06-01,32.0,1.66,343.0,6.0,106.0,28.0,145.0,27.0
EIHOTEL.NS,2023-09-01,33.0,1.49,388.0,6.0,94.0,26.0,130.0,28.0
EIHOTEL.NS,2023-12-01,34.0,3.51,417.0,5.0,230.0,18.0,304.0,24.0
EIHOTEL.NS,2024-03-01,33.0,3.56,437.0,2.0,248.0,69.0,338.0,27.0
EIHOTEL.NS,2024-06-01,33.0,1.47,392.0,5.0,97.0,37.0,134.0,28.0
EIHOTEL.NS,2024-09-01,34.0,2.08,414.0,5.0,133.0,40.0,175.0,24.0
EIHOTEL.NS,2024-12-01,34.0,4.23,443.0,6.0,279.0,48.0,364.0,23.0
EIHOTEL.NS,2025-03-01,33.0,4.04,477.0,6.0,262.0,43.0,355.0,26.0
EIHOTEL.NS,2025-06-01,33.0,0.54,414.0,6.0,37.0,-66.0,54.0,32.0
EMAMILTD.NS,2022-06-01,88.0,1.67,604.0,2.0,73.0,6.0,85.0,14.0
EMAMILTD.NS,2022-09-01,48.0,4.17,621.0,2.0,180.0,42.0,186.0,3.0
EMAMILTD.NS,2022-12-01,47.0,5.38,689.0,2.0,233.0,7.0,251.0,7.0
EMAMILTD.NS,2023-03-01,64.0,3.27,636.0,1.0,142.0,14.0,148.0,4.0
EMAMILTD.NS,2023-06-01,46.0,3.14,636.0,2.0,137.0,8.0,150.0,9.0
EMAMILTD.NS,2023-09-01,46.0,4.09,632.0,2.0,180.0,11.0,196.0,8.0
EMAMILTD.NS,2023-12-01,46.0,5.92,682.0,3.0,261.0,11.0,276.0,6.0
EMAMILTD.NS,2024-03-01,48.0,3.41,682.0,3.0,147.0,11.0,169.0,13.0
EMAMILTD.NS,2024-06-01,44.0,3.5,692.0,2.0,151.0,10.0,178.0,16.0
EMAMILTD.NS,2024-09-01,45.0,4.87,645.0,2.0,211.0,22.0,220.0,4.0
EMAMILTD.NS,2024-12-01,46.0,6.39,715.0,2.0,279.0,15.0,301.0,7.0
EMAMILTD.NS,2025-03-01,44.0,3.72,744.0,3.0,162.0,21.0,194.0,16.0
EMAMILTD.NS,2025-06-01,44.0,3.76,692.0,2.0,164.0,22.0,187.0,12.0
ENGINERSIN.NS,2022-06-01,5.0,1.15,768.0,0.0,65.0,28.0,69.0,26.0
ENGINERSIN.NS,2022-09-01,7.0,1.34,748.0,0.0,75.0,65.0,103.0,17.0
ENGINERSIN.NS,2022-12-01,7.0,0.29,792.0,0.0,16.0,26.0,69.0,27.0
ENGINERSIN.NS,2023-03-01,7.0,3.38,713.0,0.0,190.0,45.0,204.0,23.0
ENGINERSIN.NS,2023-06-01,8.0,2.47,747.0,1.0,139.0,94.0,156.0,25.0
ENGINERSIN.NS,2023-09-01,8.0,2.27,691.0,0.0,127.0,44.0,134.0,24.0
ENGINERSIN.NS,2023-12-01,8.0,1.13,818.0,1.0,63.0,30.0,71.0,26.0
ENGINERSIN.NS,2024-03-01,11.0,2.06,728.0,1.0,116.0,51.0,117.0,23.0
ENGINERSIN.NS,2024-06-01,10.0,1.63,573.0,1.0,92.0,39.0,79.0,26.0
ENGINERSIN.NS,2024-09-01,10.0,1.77,627.0,1.0,100.0,47.0,99.0,22.0
ENGINERSIN.NS,2024-12-01,10.0,1.93,667.0,1.0,109.0,38.0,126.0,25.0
ENGINERSIN.NS,2025-03-01,11.0,4.98,709.0,0.0,280.0,36.0,326.0,26.0
ENGINERSIN.NS,2025-06-01,11.0,1.16,798.0,1.0,65.0,36.0,97.0,25.0
ERIS.NS,2022-06-01,23.0,6.96,269.0,7.0,93.0,3.0,101.0,8.0
ERIS.NS,2022-09-01,29.0,8.85,309.0,7.0,119.0,5.0,121.0,1.0
ERIS.NS,2022-12-01,30.0,7.49,286.0,3.0,100.0,2.0,107.0,6.0
ERIS.NS,2023-03-01,35.0,4.81,284.0,9.0,61.0,1.0,76.0,19.0
ERIS.NS,2023-06-01,41.0,6.98,297.0,17.0,94.0,1.0,112.0,17.0
ERIS.NS,2023-09-01,42.0,9.07,324.0,16.0,122.0,3.0,126.0,3.0
ERIS.NS,2023-12-01,46.0,7.55,311.0,18.0,101.0,4.0,116.0,12.0
ERIS.NS,2024-03-01,54.0,5.22,402.0,33.0,80.0,15.0,77.0,-4.0
ERIS.NS,2024-06-01,76.0,6.12,470.0,60.0,90.0,2.0,116.0,22.0
ERIS.NS,2024-09-01,80.0,6.73,477.0,59.0,96.0,5.0,129.0,25.0
ERIS.NS,2024-12-01,81.0,6.15,477.0,57.0,87.0,4.0,116.0,25.0
ERIS.NS,2025-03-01,77.0,6.89,453.0,54.0,102.0,8.0,129.0,21.0
ERIS.NS,2025-06-01,71.0,8.66,496.0,49.0,125.0,4.0,161.0,22.0
EXIDEIND.NS,2022-06-01,122.0,2.39,3634.0,16.0,202.0,30.0,280.0,28.0
EXIDEIND.NS,2022-09-01,123.0,2.84,3410.0,18.0,241.0,36.0,326.0,26.0
EXIDEIND.NS,2022-12-01,127.0,2.34,3140.0,19.0,198.0,24.0,276.0,28.0
EXIDEIND.NS,2023-03-01,131.0,2.12,3305.0,21.0,181.0,36.0,256.0,29.0
EXIDEIND.NS,2023-06-01,132.0,2.62,3807.0,24.0,224.0,23.0,304.0,26.0
EXIDEIND.NS,2023-09-01,141.0,3.17,3872.0,30.0,270.0,38.0,366.0,26.0
EXIDEIND.NS,2023-12-01,145.0,2.36,3548.0,32.0,203.0,25.0,281.0,28.0
EXIDEIND.NS,2024-03-01,142.0,2.17,3725.0,31.0,186.0,5.0,281.0,34.0
EXIDEIND.NS,2024-06-01,144.0,2.59,3963.0,30.0,221.0,16.0,316.0,30.0
EXIDEIND.NS,2024-09-01,146.0,2.72,3978.0,34.0,233.0,40.0,332.0,30.0
EXIDEIND.NS,2024-12-01,145.0,1.84,3592.0,54.0,158.0,13.0,238.0,33.0
EXIDEIND.NS,2025-03-01,148.0,2.2,3907.0,35.0,188.0,44.0,290.0,35.0
EXIDEIND.NS,2025-06-01,149.0,3.21,4157.0,32.0,275.0,28.0,385.0,29.0
FINPIPE.NS,2022-06-01,21.0,1.6,1065.0,11.0,99.0,25.0,117.0,15.0
FINPIPE.NS,2022-09-01,22.0,-1.54,1084.0,4.0,-95.0,39.0,-130.0,-27.0
FINPIPE.NS,2022-12-01,22.0,1.28,1033.0,5.0,80.0,41.0,105.0,24.0
FINPIPE.NS,2023-03-01,24.0,2.68,924.0,6.0,166.0,43.0,230.0,28.0
FINPIPE.NS,2023-06-01,34.0,1.86,1027.0,9.0,115.0,48.0,157.0,26.0
FINPIPE.NS,2023-09-01,27.0,1.58,780.0,12.0,98.0,70.0,133.0,27.0
FINPIPE.NS,2023-12-01,28.0,1.54,900.0,8.0,95.0,47.0,132.0,27.0
FINPIPE.NS,2024-03-01,27.0,2.66,1026.0,7.0,165.0,54.0,229.0,28.0
FINPIPE.NS,2024-06-01,26.0,8.07,934.0,7.0,501.0,472.0,646.0,23.0
FINPIPE.NS,2024-09-01,26.0,0.66,818.0,7.0,41.0,85.0,62.0,34.0
FINPIPE.NS,2024-12-01,27.0,1.52,918.0,10.0,94.0,66.0,112.0,16.0
FINPIPE.NS,2025-03-01,27.0,2.65,1001.0,6.0,165.0,85.0,223.0,26.0
FINPIPE.NS,2025-06-01,27.0,1.58,950.0,6.0,98.0,69.0,131.0,25.0
FORTIS.NS,2022-06-01,74.0,1.62,1237.0,31.0,134.0,31.0,176.0,24.0
FORTIS.NS,2022-09-01,77.0,2.71,1304.0,33.0,218.0,75.0,268.0,19.0
FORTIS.NS,2022-12-01,83.0,1.72,1283.0,33.0,142.0,26.0,186.0,24.0
FORTIS.NS,2023-03-01,82.0,1.76,1372.0,32.0,138.0,26.0,183.0,25.0
FORTIS.NS,2023-06-01,79.0,1.48,1386.0,31.0,124.0,10.0,171.0,27.0
FORTIS.NS,2023-09-01,84.0,2.3,1440.0,32.0,184.0,18.0,233.0,21.0
