Ticker,Quarter,Depreciation,EPS in Rs,Expenses +,Interest,Net Profit +,Other Income +,Profit before tax,Tax %
AARTIIND.NS,2022-06-01,72.0,3.75,1326.0,45.0,136.0,0.0,167.0,19.0
AARTIIND.NS,2022-09-01,73.0,3.42,1418.0,44.0,124.0,0.0,150.0,17.0
AARTIIND.NS,2022-12-01,82.0,3.77,1379.0,47.0,137.0,0.0,160.0,15.0
AARTIIND.NS,2023-03-01,84.0,4.11,1403.0,33.0,149.0,0.0,136.0,-10.0
AARTIIND.NS,2023-06-01,89.0,1.93,1214.0,40.0,70.0,0.0,71.0,1.0
AARTIIND.NS,2023-09-01,93.0,2.51,1221.0,58.0,91.0,0.0,82.0,-11.0
AARTIIND.NS,2023-12-01,97.0,3.42,1473.0,54.0,124.0,8.0,116.0,-7.0
AARTIIND.NS,2024-03-01,98.0,3.64,1489.0,59.0,132.0,-1.0,126.0,-5.0
AARTIIND.NS,2024-06-01,102.0,3.78,1546.0,64.0,137.0,6.0,145.0,6.0
AARTIIND.NS,2024-09-01,108.0,1.43,1431.0,62.0,52.0,7.0,34.0,-53.0
AARTIIND.NS,2024-12-01,111.0,1.27,1608.0,85.0,46.0,1.0,40.0,-15.0
AARTIIND.NS,2025-03-01,113.0,2.65,1687.0,64.0,96.0,3.0,88.0,-9.0
AARTIIND.NS,2025-06-01,114.0,1.19,1463.0,60.0,43.0,4.0,42.0,-2.0
ACC.NS,2022-06-01,165.0,12.11,4042.0,15.0,227.0,58.0,305.0,25.0
ACC.NS,2022-09-01,173.0,-4.65,3971.0,18.0,-87.0,56.0,-118.0,-26.0
ACC.NS,2022-12-01,173.0,6.03,4158.0,19.0,113.0,-35.0,152.0,26.0
ACC.NS,2023-03-01,177.0,12.55,4322.0,15.0,236.0,55.0,331.0,29.0
ACC.NS,2023-06-01,200.0,24.82,4430.0,25.0,466.0,80.0,626.0,25.0
ACC.NS,2023-09-01,213.0,20.65,3885.0,29.0,388.0,212.0,519.0,25.0
ACC.NS,2023-12-01,235.0,28.63,4010.0,34.0,538.0,94.0,729.0,26.0
ACC.NS,2024-03-01,237.0,50.23,4572.0,67.0,943.0,350.0,883.0,-7.0
ACC.NS,2024-06-01,235.0,19.15,4520.0,33.0,360.0,73.0,484.0,26.0
ACC.NS,2024-09-01,242.0,10.63,4178.0,33.0,200.0,124.0,284.0,30.0
ACC.NS,2024-12-01,260.0,58.14,4812.0,28.0,1092.0,649.0,1476.0,26.0
ACC.NS,2025-03-01,265.0,39.99,5284.0,14.0,751.0,330.0,882.0,15.0
ACC.NS,2025-06-01,255.0,19.99,5309.0,30.0,375.0,70.0,563.0,33.0
ADANIENSOL.NS,2022-06-01,384.0,1.67,2459.0,740.0,168.0,653.0,202.0,17.0
ADANIENSOL.NS,2022-09-01,398.0,1.85,2088.0,714.0,194.0,198.0,250.0,22.0
ADANIENSOL.NS,2022-12-01,410.0,4.26,2074.0,697.0,478.0,230.0,600.0,20.0
ADANIENSOL.NS,2023-03-01,416.0,3.49,2154.0,630.0,440.0,502.0,660.0,33.0
ADANIENSOL.NS,2023-06-01,419.0,1.57,2395.0,616.0,182.0,108.0,343.0,47.0
ADANIENSOL.NS,2023-09-01,432.0,2.47,2324.0,641.0,284.0,93.0,370.0,23.0
ADANIENSOL.NS,2023-12-01,458.0,2.91,3092.0,760.0,348.0,262.0,515.0,32.0
ADANIENSOL.NS,2024-03-01,468.0,3.24,3141.0,750.0,381.0,204.0,552.0,31.0
ADANIENSOL.NS,2024-06-01,498.0,-7.39,3728.0,811.0,-1191.0,-1395.0,-1053.0,13.0
ADANIENSOL.NS,2024-09-01,484.0,5.62,4469.0,813.0,773.0,176.0,594.0,-30.0
ADANIENSOL.NS,2024-12-01,462.0,4.68,4170.0,809.0,625.0,170.0,559.0,-12.0
ADANIENSOL.NS,2025-03-01,462.0,5.39,4335.0,826.0,714.0,222.0,974.0,27.0
ADANIENSOL.NS,2025-06-01,465.0,4.27,5009.0,894.0,539.0,206.0,658.0,18.0
ADANIGREEN.NS,2022-06-01,280.0,1.35,687.0,458.0,214.0,66.0,276.0,21.0
ADANIGREEN.NS,2022-09-01,298.0,0.94,718.0,498.0,149.0,100.0,170.0,14.0
ADANIGREEN.NS,2022-12-01,330.0,0.65,1118.0,617.0,103.0,216.0,122.0,52.0
ADANIGREEN.NS,2023-03-01,392.0,3.21,334.0,1338.0,507.0,265.0,799.0,38.0
ADANIGREEN.NS,2023-06-01,451.0,2.03,81.0,1393.0,323.0,178.0,415.0,34.0
ADANIGREEN.NS,2023-09-01,474.0,2.35,521.0,1165.0,371.0,353.0,413.0,29.0
ADANIGREEN.NS,2023-12-01,481.0,1.62,645.0,1242.0,256.0,264.0,207.0,33.0
ADANIGREEN.NS,2024-03-01,497.0,0.95,693.0,1224.0,310.0,234.0,347.0,24.0
ADANIGREEN.NS,2024-06-01,596.0,2.82,415.0,1426.0,629.0,271.0,628.0,28.0
ADANIGREEN.NS,2024-09-01,618.0,1.74,850.0,1369.0,515.0,224.0,442.0,6.0
ADANIGREEN.NS,2024-12-01,618.0,3.11,460.0,1251.0,474.0,280.0,291.0,-37.0
ADANIGREEN.NS,2025-03-01,663.0,1.45,680.0,1368.0,383.0,48.0,410.0,29.0
ADANIGREEN.NS,2025-06-01,767.0,4.39,758.0,1525.0,824.0,189.0,939.0,25.0
ADANIPORTS.NS,2022-06-01,840.0,5.48,2969.0,629.0,1177.0,486.0,1105.0,-7.0
ADANIPORTS.NS,2022-09-01,854.0,7.94,2320.0,577.0,1738.0,441.0,1900.0,9.0
ADANIPORTS.NS,2022-12-01,884.0,6.09,2090.0,534.0,1337.0,285.0,1564.0,15.0
ADANIPORTS.NS,2023-03-01,846.0,5.36,2526.0,623.0,1139.0,-885.0,917.0,-24.0
ADANIPORTS.NS,2023-06-01,950.0,9.79,2558.0,633.0,2119.0,384.0,2491.0,15.0
ADANIPORTS.NS,2023-09-01,974.0,8.09,2982.0,520.0,1762.0,351.0,2521.0,30.0
ADANIPORTS.NS,2023-12-01,985.0,10.22,2724.0,976.0,2208.0,507.0,2741.0,19.0
ADANIPORTS.NS,2024-03-01,979.0,9.44,2887.0,619.0,2015.0,-70.0,2341.0,14.0
ADANIPORTS.NS,2024-06-01,1012.0,14.41,2820.0,484.0,3107.0,349.0,3593.0,14.0
ADANIPORTS.NS,2024-09-01,1077.0,11.32,2832.0,527.0,2413.0,254.0,2885.0,16.0
ADANIPORTS.NS,2024-12-01,1106.0,11.67,3161.0,923.0,2518.0,247.0,3020.0,17.0
ADANIPORTS.NS,2025-03-01,1185.0,13.95,3482.0,715.0,3023.0,426.0,3532.0,14.0
ADANIPORTS.NS,2025-06-01,1255.0,15.34,3631.0,846.0,3311.0,453.0,3848.0,14.0
ADANIPOWER.NS,2022-06-01,816.0,12.39,8003.0,823.0,4780.0,1786.0,5866.0,19.0
ADANIPOWER.NS,2022-09-01,833.0,1.8,6096.0,818.0,696.0,1402.0,699.0,0.0
ADANIPOWER.NS,2022-12-01,838.0,0.02,6295.0,946.0,9.0,526.0,212.0,96.0
ADANIPOWER.NS,2023-03-01,817.0,13.59,8335.0,746.0,5242.0,553.0,898.0,-484.0
ADANIPOWER.NS,2023-06-01,935.0,22.71,7491.0,883.0,8759.0,7103.0,8800.0,0.0
ADANIPOWER.NS,2023-09-01,1004.0,17.1,7819.0,888.0,6594.0,1945.0,5224.0,-26.0
ADANIPOWER.NS,2023-12-01,1002.0,7.1,8346.0,797.0,2738.0,364.0,3210.0,15.0
ADANIPOWER.NS,2024-03-01,990.0,7.1,8514.0,820.0,2737.0,518.0,3558.0,23.0
ADANIPOWER.NS,2024-06-01,996.0,10.14,8761.0,811.0,3913.0,518.0,4906.0,20.0
ADANIPOWER.NS,2024-09-01,1059.0,8.64,8063.0,807.0,3298.0,724.0,4134.0,20.0
ADANIPOWER.NS,2024-12-01,1170.0,7.93,8648.0,957.0,2940.0,1162.0,4059.0,28.0
ADANIPOWER.NS,2025-03-01,1085.0,6.84,9425.0,765.0,2599.0,298.0,3261.0,20.0
ADANIPOWER.NS,2025-06-01,1089.0,8.78,8424.0,857.0,3305.0,465.0,4204.0,21.0
AFFLE.NS,2022-06-01,9.0,4.09,280.0,2.0,55.0,7.0,64.0,14.0
AFFLE.NS,2022-09-01,13.0,4.4,284.0,3.0,59.0,13.0,68.0,13.0
AFFLE.NS,2022-12-01,14.0,5.18,296.0,3.0,69.0,16.0,80.0,14.0
AFFLE.NS,2023-03-01,14.0,4.68,287.0,3.0,62.0,18.0,70.0,11.0
AFFLE.NS,2023-06-01,14.0,4.97,328.0,3.0,66.0,10.0,70.0,6.0
AFFLE.NS,2023-09-01,18.0,5.01,344.0,6.0,67.0,10.0,73.0,9.0
AFFLE.NS,2023-12-01,18.0,5.48,402.0,5.0,77.0,10.0,83.0,8.0
AFFLE.NS,2024-03-01,20.0,6.24,408.0,5.0,87.0,27.0,100.0,13.0
AFFLE.NS,2024-06-01,19.0,6.18,415.0,4.0,87.0,25.0,107.0,19.0
AFFLE.NS,2024-09-01,25.0,6.56,430.0,4.0,92.0,29.0,113.0,19.0
AFFLE.NS,2024-12-01,26.0,7.13,470.0,3.0,100.0,21.0,124.0,19.0
AFFLE.NS,2025-03-01,27.0,7.34,468.0,2.0,103.0,19.0,124.0,17.0
AFFLE.NS,2025-06-01,26.0,7.5,481.0,2.0,106.0,17.0,129.0,18.0
AIAENG.NS,2022-06-01,21.0,20.19,833.0,1.0,191.0,21.0,246.0,22.0
AIAENG.NS,2022-09-01,25.0,25.96,1017.0,4.0,245.0,32.0,316.0,22.0
AIAENG.NS,2022-12-01,24.0,37.37,861.0,5.0,352.0,118.0,454.0,22.0
AIAENG.NS,2023-03-01,23.0,28.43,958.0,10.0,268.0,64.0,346.0,23.0
AIAENG.NS,2023-06-01,24.0,28.87,897.0,8.0,273.0,60.0,371.0,26.0
AIAENG.NS,2023-09-01,25.0,34.25,913.0,7.0,324.0,62.0,412.0,21.0
AIAENG.NS,2023-12-01,27.0,29.64,858.0,7.0,280.0,84.0,361.0,22.0
AIAENG.NS,2024-03-01,25.0,27.62,853.0,6.0,260.0,77.0,344.0,24.0
AIAENG.NS,2024-06-01,25.0,27.52,731.0,6.0,259.0,83.0,341.0,24.0
AIAENG.NS,2024-09-01,24.0,27.22,769.0,5.0,256.0,91.0,337.0,24.0
AIAENG.NS,2024-12-01,26.0,27.48,783.0,1.0,259.0,72.0,327.0,21.0
AIAENG.NS,2025-03-01,28.0,30.24,855.0,8.0,285.0,98.0,363.0,21.0
AIAENG.NS,2025-06-01,28.0,32.34,733.0,7.0,305.0,114.0,386.0,21.0
AJANTPHARM.BO,2022-06-01,32.0,13.63,729.0,1.0,175.0,33.0,222.0,21.0
AJANTPHARM.BO,2022-09-01,33.0,12.22,742.0,1.0,157.0,40.0,203.0,23.0
AJANTPHARM.BO,2022-12-01,33.0,10.5,802.0,3.0,135.0,35.0,168.0,20.0
AJANTPHARM.BO,2023-03-01,33.0,9.54,732.0,1.0,122.0,37.0,152.0,20.0
AJANTPHARM.BO,2023-06-01,33.0,16.24,750.0,1.0,208.0,32.0,269.0,23.0
AJANTPHARM.BO,2023-09-01,34.0,15.24,738.0,2.0,195.0,21.0,276.0,29.0
AJANTPHARM.BO,2023-12-01,34.0,16.39,791.0,2.0,210.0,14.0,291.0,28.0
AJANTPHARM.BO,2024-03-01,34.0,15.82,776.0,2.0,203.0,36.0,278.0,27.0
AJANTPHARM.BO,2024-06-01,34.0,19.68,815.0,1.0,246.0,26.0,322.0,24.0
AJANTPHARM.BO,2024-09-01,34.0,17.33,875.0,6.0,216.0,19.0,290.0,25.0
AJANTPHARM.BO,2024-12-01,36.0,18.64,825.0,8.0,233.0,30.0,307.0,24.0
AJANTPHARM.BO,2025-03-01,40.0,18.03,873.0,6.0,225.0,18.0,269.0,16.0
AJANTPHARM.BO,2025-06-01,41.0,20.44,951.0,5.0,255.0,26.0,331.0,23.0
AKZOINDIA.NS,2022-06-01,19.0,16.89,817.0,2.0,77.0,4.0,104.0,26.0
AKZOINDIA.NS,2022-09-01,20.0,14.36,820.0,3.0,65.0,5.0,88.0,26.0
AKZOINDIA.NS,2022-12-01,21.0,21.39,844.0,3.0,97.0,12.0,132.0,26.0
AKZOINDIA.NS,2023-03-01,22.0,20.95,797.0,6.0,95.0,6.0,133.0,28.0
AKZOINDIA.NS,2023-06-01,19.0,24.13,837.0,3.0,110.0,8.0,148.0,26.0
AKZOINDIA.NS,2023-09-01,21.0,20.68,814.0,3.0,94.0,9.0,127.0,26.0
AKZOINDIA.NS,2023-12-01,20.0,24.99,866.0,3.0,114.0,8.0,152.0,25.0
AKZOINDIA.NS,2024-03-01,22.0,23.87,812.0,3.0,109.0,10.0,147.0,26.0
AKZOINDIA.NS,2024-06-01,22.0,25.16,867.0,2.0,115.0,10.0,154.0,26.0
AKZOINDIA.NS,2024-09-01,25.0,21.5,833.0,2.0,98.0,9.0,132.0,26.0
AKZOINDIA.NS,2024-12-01,23.0,23.85,884.0,3.0,109.0,6.0,146.0,26.0
AKZOINDIA.NS,2025-03-01,22.0,23.8,863.0,2.0,108.0,3.0,138.0,21.0
AKZOINDIA.NS,2025-06-01,18.0,19.98,861.0,3.0,91.0,9.0,122.0,26.0
ALKEM.NS,2022-06-01,76.0,10.68,2373.0,26.0,131.0,51.0,152.0,13.0
ALKEM.NS,2022-09-01,77.0,27.67,2625.0,25.0,348.0,51.0,402.0,14.0
ALKEM.NS,2022-12-01,78.0,38.03,2442.0,27.0,460.0,45.0,539.0,15.0
ALKEM.NS,2023-03-01,78.0,5.94,2549.0,29.0,68.0,-34.0,212.0,68.0
ALKEM.NS,2023-06-01,72.0,23.98,2579.0,30.0,288.0,66.0,353.0,18.0
ALKEM.NS,2023-09-01,74.0,51.9,2693.0,30.0,615.0,6.0,648.0,5.0
ALKEM.NS,2023-12-01,70.0,49.76,2616.0,25.0,604.0,42.0,655.0,8.0
ALKEM.NS,2024-03-01,83.0,24.55,2534.0,27.0,304.0,76.0,367.0,17.0
ALKEM.NS,2024-06-01,80.0,45.6,2423.0,29.0,550.0,120.0,619.0,11.0
ALKEM.NS,2024-09-01,79.0,57.6,2662.0,28.0,702.0,134.0,780.0,10.0
ALKEM.NS,2024-12-01,85.0,52.34,2615.0,36.0,641.0,93.0,731.0,12.0
ALKEM.NS,2025-03-01,112.0,25.58,2752.0,28.0,322.0,146.0,396.0,18.0
ALKEM.NS,2025-06-01,88.0,55.56,2632.0,30.0,668.0,149.0,771.0,13.0
AMBER.NS,2022-06-01,32.0,12.48,1726.0,21.0,43.0,13.0,59.0,27.0
AMBER.NS,2022-09-01,32.0,-0.88,714.0,24.0,-2.0,12.0,-7.0,-69.0
AMBER.NS,2022-12-01,36.0,4.2,1270.0,29.0,15.0,9.0,22.0,32.0
AMBER.NS,2023-03-01,39.0,30.86,2799.0,37.0,108.0,19.0,146.0,26.0
AMBER.NS,2023-06-01,43.0,13.55,1570.0,45.0,47.0,19.0,63.0,26.0
AMBER.NS,2023-09-01,45.0,-2.06,868.0,37.0,-6.0,13.0,-9.0,-40.0
AMBER.NS,2023-12-01,47.0,-0.14,1216.0,37.0,-1.0,5.0,0.0,270.0
AMBER.NS,2024-03-01,51.0,28.1,2586.0,48.0,99.0,18.0,138.0,28.0
AMBER.NS,2024-06-01,55.0,21.48,2211.0,52.0,75.0,21.0,104.0,28.0
AMBER.NS,2024-09-01,57.0,5.7,1574.0,49.0,21.0,18.0,24.0,11.0
AMBER.NS,2024-12-01,59.0,10.61,1984.0,54.0,37.0,16.0,53.0,30.0
AMBER.NS,2025-03-01,58.0,34.32,3472.0,55.0,118.0,19.0,189.0,37.0
AMBER.NS,2025-06-01,62.0,30.66,3199.0,63.0,106.0,30.0,154.0,31.0
AMBUJACEM.NS,2022-06-01,319.0,3.79,6922.0,40.0,865.0,143.0,895.0,3.0
AMBUJACEM.NS,2022-09-01,331.0,0.47,6809.0,41.0,51.0,75.0,39.0,-33.0
AMBUJACEM.NS,2022-12-01,337.0,2.19,6885.0,43.0,488.0,-18.0,623.0,22.0
AMBUJACEM.NS,2023-03-01,352.0,3.25,6727.0,39.0,763.0,142.0,989.0,23.0
AMBUJACEM.NS,2023-06-01,372.0,4.56,7046.0,52.0,1135.0,268.0,1512.0,25.0
AMBUJACEM.NS,2023-09-01,381.0,3.99,6122.0,61.0,987.0,480.0,1340.0,26.0
AMBUJACEM.NS,2023-12-01,416.0,4.15,6397.0,70.0,1091.0,204.0,1450.0,25.0
AMBUJACEM.NS,2024-03-01,459.0,4.78,7195.0,93.0,1521.0,448.0,1595.0,5.0
AMBUJACEM.NS,2024-06-01,476.0,2.6,7112.0,68.0,783.0,358.0,1094.0,28.0
AMBUJACEM.NS,2024-09-01,552.0,1.85,6405.0,67.0,473.0,220.0,713.0,34.0
AMBUJACEM.NS,2024-12-01,664.0,8.59,7617.0,67.0,2620.0,1355.0,2336.0,-12.0
AMBUJACEM.NS,2025-03-01,786.0,3.88,8113.0,14.0,1282.0,713.0,1780.0,28.0
AMBUJACEM.NS,2025-06-01,862.0,3.2,8328.0,67.0,970.0,300.0,1333.0,27.0
APLAPOLLO.NS,2022-06-01,29.0,4.82,3245.0,10.0,121.0,8.0,163.0,26.0
APLAPOLLO.NS,2022-09-01,28.0,6.0,3737.0,14.0,150.0,12.0,202.0,26.0
APLAPOLLO.NS,2022-12-01,35.0,6.1,4054.0,19.0,169.0,9.0,229.0,26.0
APLAPOLLO.NS,2023-03-01,47.0,7.28,4108.0,25.0,202.0,18.0,269.0,25.0
APLAPOLLO.NS,2023-06-01,41.0,6.98,4238.0,27.0,194.0,22.0,261.0,26.0
APLAPOLLO.NS,2023-09-01,41.0,7.32,4305.0,27.0,203.0,20.0,277.0,27.0
APLAPOLLO.NS,2023-12-01,47.0,5.96,3898.0,28.0,166.0,15.0,219.0,24.0
APLAPOLLO.NS,2024-03-01,47.0,6.14,4485.0,31.0,170.0,19.0,221.0,23.0
APLAPOLLO.NS,2024-06-01,46.0,6.96,4673.0,28.0,193.0,25.0,252.0,23.0
APLAPOLLO.NS,2024-09-01,47.0,1.94,4636.0,36.0,54.0,15.0,70.0,23.0
APLAPOLLO.NS,2024-12-01,50.0,7.82,5087.0,37.0,217.0,22.0,280.0,23.0
APLAPOLLO.NS,2025-03-01,58.0,10.56,5095.0,32.0,293.0,35.0,359.0,18.0
APLAPOLLO.NS,2025-06-01,54.0,8.55,4798.0,33.0,237.0,26.0,310.0,23.0
APOLLOHOSP.NS,2022-06-01,148.0,22.06,3317.0,93.0,324.0,16.0,254.0,-27.0
APOLLOHOSP.NS,2022-09-01,155.0,14.19,3699.0,93.0,213.0,23.0,327.0,35.0
APOLLOHOSP.NS,2022-12-01,153.0,10.68,3780.0,100.0,162.0,35.0,266.0,39.0
APOLLOHOSP.NS,2023-03-01,159.0,10.05,3814.0,95.0,146.0,20.0,254.0,43.0
APOLLOHOSP.NS,2023-06-01,167.0,11.59,3909.0,106.0,173.0,34.0,270.0,36.0
APOLLOHOSP.NS,2023-09-01,163.0,16.2,4219.0,111.0,249.0,26.0,379.0,34.0
APOLLOHOSP.NS,2023-12-01,167.0,17.06,4237.0,113.0,254.0,29.0,363.0,30.0
APOLLOHOSP.NS,2024-03-01,190.0,17.65,4303.0,119.0,258.0,37.0,368.0,30.0
APOLLOHOSP.NS,2024-06-01,177.0,21.23,4410.0,116.0,316.0,49.0,430.0,27.0
APOLLOHOSP.NS,2024-09-01,184.0,26.34,4774.0,118.0,396.0,44.0,557.0,29.0
APOLLOHOSP.NS,2024-12-01,185.0,25.89,4765.0,110.0,379.0,69.0,536.0,29.0
APOLLOHOSP.NS,2025-03-01,211.0,27.1,4822.0,115.0,414.0,72.0,516.0,20.0
APOLLOHOSP.NS,2025-06-01,215.0,30.1,4990.0,108.0,441.0,54.0,583.0,24.0
APOLLOTYRE.NS,2022-06-01,344.0,3.0,5252.0,118.0,191.0,11.0,238.0,20.0
APOLLOTYRE.NS,2022-09-01,349.0,2.82,5244.0,132.0,179.0,7.0,238.0,25.0
APOLLOTYRE.NS,2022-12-01,354.0,4.6,5509.0,142.0,292.0,7.0,424.0,31.0
APOLLOTYRE.NS,2023-03-01,372.0,6.46,5249.0,139.0,410.0,40.0,527.0,22.0
APOLLOTYRE.NS,2023-06-01,362.0,6.25,5193.0,135.0,397.0,22.0,576.0,31.0
APOLLOTYRE.NS,2023-09-01,360.0,7.47,5120.0,133.0,474.0,13.0,680.0,30.0
APOLLOTYRE.NS,2023-12-01,368.0,7.82,5387.0,123.0,497.0,3.0,721.0,31.0
APOLLOTYRE.NS,2024-03-01,388.0,5.58,5230.0,115.0,354.0,38.0,563.0,37.0
APOLLOTYRE.NS,2024-06-01,370.0,4.76,5426.0,107.0,302.0,-10.0,423.0,29.0
APOLLOTYRE.NS,2024-09-01,376.0,4.68,5559.0,120.0,297.0,17.0,399.0,25.0
APOLLOTYRE.NS,2024-12-01,376.0,5.31,5981.0,111.0,337.0,4.0,465.0,27.0
APOLLOTYRE.NS,2025-03-01,377.0,2.91,5586.0,109.0,185.0,-91.0,260.0,29.0
APOLLOTYRE.NS,2025-06-01,378.0,0.2,5693.0,101.0,13.0,-351.0,38.0,66.0
ASHOKLEY.NS,2022-06-01,212.0,0.01,7701.0,467.0,22.0,5.0,96.0,77.0
ASHOKLEY.NS,2022-09-01,209.0,0.28,8580.0,499.0,186.0,32.0,344.0,46.0
ASHOKLEY.NS,2022-12-01,220.0,0.54,9055.0,545.0,351.0,36.0,615.0,43.0
ASHOKLEY.NS,2023-03-01,259.0,1.28,11245.0,582.0,803.0,97.0,1214.0,34.0
ASHOKLEY.NS,2023-06-01,227.0,0.93,8183.0,655.0,584.0,53.0,679.0,14.0
ASHOKLEY.NS,2023-09-01,227.0,0.9,9559.0,715.0,569.0,-1.0,927.0,39.0
ASHOKLEY.NS,2023-12-01,241.0,0.95,9131.0,783.0,609.0,46.0,984.0,38.0
ASHOKLEY.NS,2024-03-01,233.0,1.45,10975.0,829.0,934.0,10.0,1516.0,38.0
ASHOKLEY.NS,2024-06-01,235.0,0.87,8856.0,904.0,551.0,36.0,765.0,28.0
ASHOKLEY.NS,2024-09-01,244.0,1.2,9108.0,962.0,767.0,245.0,1078.0,29.0
ASHOKLEY.NS,2024-12-01,268.0,1.3,9659.0,1011.0,820.0,75.0,1132.0,28.0
ASHOKLEY.NS,2025-03-01,340.0,1.92,11705.0,1053.0,1246.0,22.0,1621.0,23.0
ASHOKLEY.NS,2025-06-01,273.0,1.04,9535.0,1112.0,658.0,103.0,891.0,26.0
ASIANPAINT.NS,2022-06-01,208.0,10.6,7051.0,29.0,1036.0,88.0,1407.0,26.0
ASIANPAINT.NS,2022-09-01,216.0,8.16,7230.0,35.0,804.0,118.0,1094.0,27.0
ASIANPAINT.NS,2022-12-01,214.0,11.18,7025.0,41.0,1097.0,122.0,1478.0,26.0
ASIANPAINT.NS,2023-03-01,220.0,12.87,6923.0,39.0,1258.0,104.0,1710.0,26.0
ASIANPAINT.NS,2023-06-01,198.0,16.16,7061.0,46.0,1575.0,228.0,2105.0,25.0
ASIANPAINT.NS,2023-09-01,209.0,12.57,6762.0,51.0,1232.0,194.0,1651.0,25.0
ASIANPAINT.NS,2023-12-01,220.0,15.09,7047.0,54.0,1475.0,186.0,1968.0,25.0
ASIANPAINT.NS,2024-03-01,226.0,13.1,7039.0,54.0,1275.0,212.0,1624.0,21.0
ASIANPAINT.NS,2024-06-01,228.0,12.2,7276.0,55.0,1187.0,193.0,1604.0,26.0
ASIANPAINT.NS,2024-09-01,242.0,7.24,6788.0,63.0,694.0,25.0,959.0,28.0
ASIANPAINT.NS,2024-12-01,256.0,11.58,6913.0,56.0,1128.0,193.0,1518.0,26.0
ASIANPAINT.NS,2025-03-01,301.0,7.22,6923.0,53.0,701.0,-60.0,1022.0,31.0
ASIANPAINT.NS,2025-06-01,301.0,11.47,7314.0,44.0,1117.0,229.0,1509.0,26.0
ASTERDM.NS,2022-06-01,175.0,1.37,2370.0,69.0,80.0,37.0,85.0,6.0
ASTERDM.NS,2022-09-01,189.0,0.93,2498.0,77.0,54.0,18.0,71.0,23.0
ASTERDM.NS,2022-12-01,198.0,2.79,2743.0,87.0,159.0,10.0,173.0,8.0
ASTERDM.NS,2023-03-01,54.0,3.42,687.0,25.0,183.0,149.0,190.0,4.0
ASTERDM.NS,2023-06-01,51.0,0.1,722.0,25.0,20.0,-17.0,26.0,24.0
ASTERDM.NS,2023-09-01,54.0,-0.62,787.0,30.0,-15.0,-64.0,-7.0,120.0
ASTERDM.NS,2023-12-01,57.0,3.59,805.0,25.0,209.0,153.0,220.0,5.0
ASTERDM.NS,2024-03-01,58.0,-0.48,817.0,30.0,-2.0,-40.0,28.0,108.0
ASTERDM.NS,2024-06-01,60.0,103.0,841.0,29.0,5152.0,5120.0,5191.0,1.0
ASTERDM.NS,2024-09-01,62.0,1.94,869.0,31.0,106.0,35.0,159.0,33.0
ASTERDM.NS,2024-12-01,62.0,1.14,864.0,31.0,64.0,9.0,102.0,37.0
ASTERDM.NS,2025-03-01,64.0,1.58,818.0,32.0,86.0,5.0,91.0,6.0
ASTERDM.NS,2025-06-01,63.0,1.65,876.0,31.0,94.0,29.0,136.0,31.0
ASTRAL.NS,2022-06-01,43.0,3.32,1042.0,13.0,96.0,14.0,128.0,25.0
ASTRAL.NS,2022-09-01,45.0,2.57,1028.0,14.0,75.0,14.0,99.0,24.0
ASTRAL.NS,2022-12-01,46.0,3.46,1081.0,9.0,95.0,-2.0,130.0,27.0
ASTRAL.NS,2023-03-01,44.0,7.66,1199.0,3.0,206.0,12.0,272.0,24.0
ASTRAL.NS,2023-06-01,46.0,4.46,1082.0,6.0,119.0,12.0,162.0,26.0
ASTRAL.NS,2023-09-01,49.0,4.88,1143.0,8.0,132.0,13.0,177.0,26.0
ASTRAL.NS,2023-12-01,50.0,4.23,1165.0,8.0,113.0,6.0,154.0,26.0
ASTRAL.NS,2024-03-01,52.0,6.76,1334.0,8.0,181.0,10.0,241.0,25.0
ASTRAL.NS,2024-06-01,56.0,4.48,1169.0,8.0,120.0,12.0,163.0,27.0
ASTRAL.NS,2024-09-01,60.0,4.09,1160.0,10.0,109.0,9.0,149.0,27.0
ASTRAL.NS,2024-12-01,63.0,4.25,1178.0,14.0,113.0,12.0,154.0,27.0
ASTRAL.NS,2025-03-01,65.0,6.67,1380.0,10.0,178.0,9.0,236.0,25.0
ASTRAL.NS,2025-06-01,72.0,3.02,1176.0,12.0,79.0,9.0,110.0,28.0
ATGL.NS,2022-06-01,24.0,1.26,824.0,19.0,138.0,10.0,186.0,26.0
ATGL.NS,2022-09-01,27.0,1.45,889.0,21.0,160.0,31.0,208.0,23.0
ATGL.NS,2022-12-01,31.0,1.37,876.0,6.0,150.0,10.0,203.0,26.0
ATGL.NS,2023-03-01,31.0,0.89,926.0,32.0,98.0,9.0,136.0,28.0
ATGL.NS,2023-06-01,33.0,1.37,808.0,24.0,150.0,10.0,201.0,25.0
ATGL.NS,2023-09-01,38.0,1.57,816.0,27.0,173.0,15.0,230.0,25.0
ATGL.NS,2023-12-01,39.0,1.61,868.0,31.0,177.0,18.0,236.0,25.0
ATGL.NS,2024-03-01,49.0,1.53,879.0,29.0,168.0,19.0,229.0,27.0
ATGL.NS,2024-06-01,46.0,1.56,851.0,26.0,172.0,9.0,232.0,26.0
ATGL.NS,2024-09-01,51.0,1.69,913.0,23.0,186.0,16.0,247.0,25.0
ATGL.NS,2024-12-01,53.0,1.29,1030.0,27.0,142.0,8.0,192.0,26.0
ATGL.NS,2025-03-01,53.0,1.41,1075.0,24.0,155.0,14.0,204.0,24.0
