,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector
2025-06-30,,,,,75293300000.0,1988519342.0,22.49,44721800000.0,16242700000.0,,,118000200000.0,35298800000.0,,,191661800000.0,191661800000.0,KOTAKBANK.NS,Financial Services
2025-03-31,,,,,71595809000.0,,,49327590000.0,14421600000.0,,,107945710000.0,81174518000.0,,,214985999000.0,214985999000.0,KOTAKBANK.NS,Financial Services
2024-12-31,,,,,71707400000.0,1988587140.0,23.64,47010200000.0,15404500000.0,,,95408000000.0,34722400000.0,,,167750500000.0,167750500000.0,KOTAKBANK.NS,Financial Services
2024-09-30,,,,,71389800000.0,1988194718.0,25.37,50440500000.0,16490800000.0,,,122038200000.0,33026800000.0,,,197410400000.0,197410400000.0,KOTAKBANK.NS,Financial Services
2024-06-30,,,,,68052500000.0,1987766213.0,37.47,74481600000.0,24116000000.0,,,114885900000.0,32202200000.0,,,182706200000.0,182706200000.0,KOTAKBANK.NS,Financial Services
2025-06-30,3107190000.0,628810000.0,3107190000.0,2478380000.0,120280000.0,273724522.0,6.28,1718990000.0,639110000.0,159600000.0,2610250000.0,2813070000.0,2184260000.0,5423320000.0,9964290000.0,15387610000.0,15387610000.0,KPITTECH.NS,IT Services
2025-03-31,3832860000.0,579230000.0,3832860000.0,3253630000.0,91880000.0,,,2447250000.0,714500000.0,-447900000.0,2740470000.0,3725380000.0,-3885450000.0,6465850000.0,8817590000.0,15283440000.0,15283440000.0,KPITTECH.NS,IT Services
2024-12-31,3253120000.0,584400000.0,3253120000.0,2668720000.0,103100000.0,273748170.0,6.83,1869700000.0,695920000.0,150200000.0,2537730000.0,2868310000.0,2283910000.0,5406040000.0,9373540000.0,14779580000.0,14779580000.0,KPITTECH.NS,IT Services
2024-09-30,3097300000.0,560830000.0,3493590000.0,2932760000.0,101630000.0,273483221.0,7.45,2037450000.0,793680000.0,-1936160000.0,4562140000.0,560830000.0,,5122970000.0,9591160000.0,14714130000.0,14714130000.0,KPITTECH.NS,IT Services
2024-06-30,3419420000.0,525140000.0,3419420000.0,2894280000.0,127310000.0,273306560.0,7.47,2041600000.0,725370000.0,462450000.0,2356460000.0,2467260000.0,1942120000.0,4823720000.0,8822580000.0,13646300000.0,13646300000.0,KPITTECH.NS,IT Services
2025-06-30,2204000000.0,346000000.0,2204000000.0,1858000000.0,47000000.0,83533123.0,15.85,1324000000.0,471000000.0,281000000.0,1577000000.0,2910000000.0,1241000000.0,4487000000.0,2211000000.0,6698000000.0,6698000000.0,LALPATHLAB.NS,Healthcare
2025-03-31,1949260000.0,364220000.0,1949260000.0,1585040000.0,50050000.0,,,1548380000.0,-20530000.0,-619390000.0,1394440000.0,2676550000.0,-1275280000.0,4070990000.0,1953230000.0,6024220000.0,6024220000.0,LALPATHLAB.NS,Healthcare
2024-12-31,1791000000.0,355000000.0,1791000000.0,1436000000.0,53000000.0,83506045.0,11.58,967000000.0,402000000.0,251000000.0,1185000000.0,2745000000.0,1126000000.0,3930000000.0,2037000000.0,5967000000.0,5967000000.0,LALPATHLAB.NS,Healthcare
2024-09-30,2244000000.0,353000000.0,2244000000.0,1891000000.0,60000000.0,83462532.0,15.48,1292000000.0,523000000.0,219000000.0,1672000000.0,2720000000.0,1127000000.0,4392000000.0,2210000000.0,6602000000.0,6602000000.0,LALPATHLAB.NS,Healthcare
2024-06-30,1906000000.0,347000000.0,1906000000.0,1559000000.0,60000000.0,83385580.0,12.76,1064000000.0,421000000.0,206000000.0,1353000000.0,2635000000.0,1122000000.0,3988000000.0,2031000000.0,6019000000.0,6019000000.0,LALPATHLAB.NS,Healthcare
2025-06-30,3925600000.0,1168400000.0,3925600000.0,2757200000.0,515000000.0,539801325.0,3.02,1630200000.0,631400000.0,104300000.0,2652900000.0,6669300000.0,3352900000.0,9322200000.0,6373500000.0,15695700000.0,15695700000.0,LAURUSLABS.NS,Healthcare
2025-03-31,4697700000.0,1104400000.0,4697700000.0,3593300000.0,469900000.0,,,2336700000.0,784700000.0,-165100000.0,3101600000.0,5199300000.0,-322900000.0,8300900000.0,8441100000.0,16742000000.0,16742000000.0,LAURUSLABS.NS,Healthcare
2024-12-31,2945700000.0,1060900000.0,2945700000.0,1884800000.0,578000000.0,539766082.0,1.71,923000000.0,400700000.0,94200000.0,1790600000.0,6258400000.0,3306300000.0,8049000000.0,6101500000.0,14150500000.0,14150500000.0,LAURUSLABS.NS,Healthcare
2024-09-30,1829300000.0,1075100000.0,1829300000.0,754200000.0,526100000.0,536216216.0,0.37,198400000.0,50900000.0,46000000.0,708200000.0,6045800000.0,3183500000.0,6754000000.0,5483000000.0,12237000000.0,12237000000.0,LAURUSLABS.NS,Healthcare
2024-06-30,1737100000.0,1060600000.0,1737100000.0,676500000.0,491900000.0,543913043.0,0.23,125100000.0,62500000.0,25100000.0,651400000.0,5929200000.0,3128800000.0,6580600000.0,5368500000.0,11949100000.0,11949100000.0,LAURUSLABS.NS,Healthcare
2025-06-30,1450534000.0,342074000.0,1450534000.0,1108460000.0,479828000.0,798572917.0,0.48,383315000.0,147631000.0,16408000.0,1062995000.0,1317006000.0,974932000.0,2380001000.0,777704000.0,3157705000.0,3157705000.0,LEMONTREE.NS,Consumer Discretionary
2025-03-31,2077129000.0,348735000.0,2077129000.0,1728394000.0,505882000.0,,,846405000.0,141059000.0,8801000.0,1692394000.0,414509000.0,65774000.0,2106903000.0,1678249000.0,3785152000.0,3785152000.0,LEMONTREE.NS,Consumer Discretionary
2024-12-31,1872127000.0,350748000.0,1872127000.0,1521379000.0,526328000.0,791024051.0,0.79,624909000.0,196610000.0,6241000.0,1491274000.0,1299887000.0,949139000.0,2791161000.0,760608000.0,3551769000.0,3551769000.0,LEMONTREE.NS,Consumer Discretionary
2024-09-30,1338031000.0,347783000.0,1338031000.0,990248000.0,537607000.0,801059459.0,0.37,296392000.0,102272000.0,4747000.0,959652000.0,1169401000.0,821618000.0,2129053000.0,714620000.0,2843673000.0,2843673000.0,LEMONTREE.NS,Consumer Discretionary
2024-06-30,1180271000.0,345699000.0,1180271000.0,834572000.0,542512000.0,792420000.0,0.25,198105000.0,90869000.0,3550000.0,804945000.0,1203874000.0,858175000.0,2008819000.0,671364000.0,2680183000.0,2680183000.0,LEMONTREE.NS,Consumer Discretionary
2025-06-30,,249000000.0,,,50460100000.0,549955645.0,24.8,13638900000.0,3406000000.0,,,2922100000.0,917100000.0,,,21894000000.0,21894000000.0,LICHSGFIN.NS,Financial Services
2025-03-31,,264100000.0,,,49500200000.0,,,13733800000.0,4064300000.0,,,4174900000.0,1968900000.0,,,23081000000.0,23081000000.0,LICHSGFIN.NS,Financial Services
2024-12-31,,249200000.0,,,49504100000.0,549957838.0,26.09,14348400000.0,3634200000.0,,,3422700000.0,997000000.0,,,20960800000.0,20960800000.0,LICHSGFIN.NS,Financial Services
2024-09-30,,239400000.0,,,48786100000.0,550063000.0,24.137417,13277100000.0,3372400000.0,,,2950900000.0,886600000.0,,,20361300000.0,20361300000.0,LICHSGFIN.NS,Financial Services
2024-06-30,,225000000.0,,,47493200000.0,550021053.0,23.75,13063000000.0,3290700000.0,,,2548100000.0,712600000.0,,,20311000000.0,20311000000.0,LICHSGFIN.NS,Financial Services
2025-06-30,20415000000.0,2429000000.0,20415000000.0,17986000000.0,724000000.0,296617786.0,42.28,12541000000.0,4716000000.0,3921000000.0,14065000000.0,14282000000.0,11853000000.0,28347000000.0,70059000000.0,98406000000.0,98406000000.0,LTIM.NS,IT Services
2025-03-31,18474000000.0,2508000000.0,18474000000.0,15966000000.0,673000000.0,,,11285000000.0,4007000000.0,2512000000.0,13454000000.0,13519000000.0,11011000000.0,26973000000.0,70744000000.0,97717000000.0,97717000000.0,LTIM.NS,IT Services
2024-12-31,18058000000.0,2644000000.0,18058000000.0,15414000000.0,689000000.0,296638426.0,36.59,10854000000.0,3858000000.0,2125000000.0,13289000000.0,13873000000.0,11229000000.0,27162000000.0,69447000000.0,96609000000.0,96609000000.0,LTIM.NS,IT Services
2024-09-30,19982000000.0,2411000000.0,19982000000.0,17571000000.0,703000000.0,296656391.0,42.17,12510000000.0,4352000000.0,2989000000.0,14582000000.0,12832000000.0,10421000000.0,27414000000.0,66915000000.0,94329000000.0,94329000000.0,LTIM.NS,IT Services
2024-06-30,18332000000.0,2352000000.0,18332000000.0,15980000000.0,724000000.0,296573372.0,38.23,11338000000.0,3905000000.0,2271000000.0,13709000000.0,12285000000.0,9933000000.0,25994000000.0,65432000000.0,91426000000.0,91426000000.0,LTIM.NS,IT Services
2025-06-30,5301000000.0,811000000.0,5301000000.0,4490000000.0,165000000.0,106046355.0,29.77,3157000000.0,1164000000.0,677000000.0,3813000000.0,8935000000.0,8124000000.0,12748000000.0,15912000000.0,28660000000.0,28660000000.0,LTTS.NS,IT Services
2025-03-31,5248000000.0,816000000.0,5248000000.0,4432000000.0,159000000.0,,,3110000000.0,1172000000.0,-1164000000.0,4150000000.0,8486000000.0,-2839000000.0,12636000000.0,17188000000.0,29824000000.0,29824000000.0,LTTS.NS,IT Services
2024-12-31,5282000000.0,728000000.0,5282000000.0,4554000000.0,155000000.0,106052632.0,30.4,3224000000.0,1204000000.0,335000000.0,4219000000.0,8360000000.0,7632000000.0,12579000000.0,13951000000.0,26530000000.0,26530000000.0,LTTS.NS,IT Services
2024-09-30,5310000000.0,783000000.0,5310000000.0,4527000000.0,119000000.0,106108898.0,30.12,3196000000.0,1208000000.0,650000000.0,3877000000.0,8000000000.0,7217000000.0,11877000000.0,13852000000.0,25729000000.0,25729000000.0,LTTS.NS,IT Services
2024-06-30,5184000000.0,726000000.0,5184000000.0,4458000000.0,131000000.0,106053433.0,29.57,3136000000.0,1188000000.0,622000000.0,3836000000.0,7466000000.0,6740000000.0,11302000000.0,13317000000.0,24619000000.0,24619000000.0,LTTS.NS,IT Services
2025-06-30,18813300000.0,1854500000.0,16927500000.0,15073000000.0,917600000.0,457937641.0,26.62,12190300000.0,1940800000.0,-16179500000.0,32279600000.0,11638600000.0,,43918200000.0,17719300000.0,61637500000.0,61637500000.0,LUPIN.NS,Healthcare
2025-03-31,13537800000.0,3931800000.0,13537800000.0,9606000000.0,647600000.0,,,7725200000.0,1134600000.0,-1196400000.0,11359000000.0,21263900000.0,-22819200000.0,32622900000.0,22999100000.0,55622000000.0,55622000000.0,LUPIN.NS,Healthcare
2024-12-31,14096100000.0,2714500000.0,14096100000.0,11381600000.0,668900000.0,457549492.0,18.69,8551600000.0,2124100000.0,537100000.0,10944000000.0,28026100000.0,16959200000.0,38970100000.0,17215500000.0,56185600000.0,56185600000.0,LUPIN.NS,Healthcare
2024-09-30,13826500000.0,2569200000.0,13826500000.0,11257300000.0,708700000.0,457419528.0,18.64,8526300000.0,1953800000.0,422900000.0,10513600000.0,27557100000.0,16669900000.0,38070700000.0,16899400000.0,54970100000.0,54970100000.0,LUPIN.NS,Healthcare
2024-06-30,13087500000.0,2477100000.0,13087500000.0,10610400000.0,680100000.0,457368721.0,17.52,8013100000.0,1874900000.0,677800000.0,10386500000.0,27311300000.0,15983700000.0,37697800000.0,17445600000.0,55143400000.0,55143400000.0,LUPIN.NS,Healthcare
2025-06-30,96228600000.0,15475600000.0,96228600000.0,80753000000.0,24311900000.0,1120867417.0,36.43,40833200000.0,12675300000.0,9169200000.0,67715900000.0,103293900000.0,57373100000.0,171009800000.0,283349000000.0,454358800000.0,454358800000.0,M&M.NS,Automobile
2025-03-31,83069700000.0,15132500000.0,83069700000.0,67937200000.0,21669200000.0,,,32951700000.0,10849500000.0,-9535000000.0,64623600000.0,66138700000.0,-68664500000.0,130762300000.0,264049500000.0,394811800000.0,394811800000.0,M&M.NS,Automobile
2024-12-31,89493200000.0,14951700000.0,89493200000.0,74541500000.0,23621600000.0,1119922535.0,28.4,31805800000.0,14675100000.0,4113300000.0,67304900000.0,96053700000.0,52274300000.0,163358600000.0,251291200000.0,414649800000.0,414649800000.0,M&M.NS,Automobile
2024-09-30,82589700000.0,13019900000.0,82589700000.0,69569800000.0,22170200000.0,1120000000.0,28.31,31707200000.0,13789000000.0,6592200000.0,55967100000.0,94099200000.0,54527100000.0,150066300000.0,226824100000.0,376890400000.0,376890400000.0,M&M.NS,Automobile
2024-06-30,79763300000.0,12477700000.0,79763300000.0,67285600000.0,21076900000.0,1119587312.0,29.32,32826300000.0,10750900000.0,4087700000.0,57876900000.0,90607800000.0,51344300000.0,148484700000.0,221615900000.0,370100600000.0,370100600000.0,M&M.NS,Automobile
2025-06-30,,858700000.0,,,22799800000.0,1300172414.0,4.06,5278700000.0,1746200000.0,,,10771100000.0,3570700000.0,,,24556500000.0,24556500000.0,M&MFIN.NS,Financial Services
2025-03-31,,845200000.0,,,23250200000.0,,,4572200000.0,1532800000.0,,,11023400000.0,881800000.0,,,23883800000.0,23883800000.0,M&MFIN.NS,Financial Services
2024-12-31,,822000000.0,,,21749100000.0,1270943242.0,7.219599,9175700000.0,3153700000.0,,,10164000000.0,3372100000.0,,,23294300000.0,23294300000.0,M&MFIN.NS,Financial Services
2024-09-30,,786700000.0,,,20624200000.0,1274616276.0,3.055194,3894200000.0,1329300000.0,,,9474100000.0,3105500000.0,,,21941100000.0,21941100000.0,M&MFIN.NS,Financial Services
2024-06-30,,758200000.0,,,19603300000.0,1272787724.0,3.91,4976600000.0,1644600000.0,,,9566100000.0,2891700000.0,,,21535600000.0,21535600000.0,M&MFIN.NS,Financial Services
2025-06-30,,,,,37619100000.0,7675357143.0,1.96,15043700000.0,1099000000.0,,,16952500000.0,8150600000.0,,,41172700000.0,41172700000.0,MAHABANK.NS,Financial Services
2025-03-31,,,,,36140051000.0,,,15023168000.0,435100000.0,,,7544899000.0,-12583736000.0,,,27349677000.0,27349677000.0,MAHABANK.NS,Financial Services
2024-12-31,,,,,33810300000.0,7671739130.0,1.84,14116000000.0,559700000.0,,,16757400000.0,8261900000.0,,,37316300000.0,37316300000.0,MAHABANK.NS,Financial Services
2024-09-30,,,,,32103000000.0,7089202128.0,1.88,13327700000.0,531800000.0,,,16207100000.0,8094200000.0,,,35991300000.0,35991300000.0,MAHABANK.NS,Financial Services
2024-06-30,,,,,30752400000.0,7076994536.0,1.83,12950900000.0,504200000.0,,,17630300000.0,8629700000.0,,,36935200000.0,36935200000.0,MAHABANK.NS,Financial Services
2025-06-30,516400000.0,60900000.0,516400000.0,455500000.0,39500000.0,174880546.0,2.93,512400000.0,-96600000.0,86400000.0,-611100000.0,646200000.0,305100000.0,35100000.0,284600000.0,319700000.0,319700000.0,MAHLIFE.NS,Real Estate
2025-03-31,941744000.0,54966000.0,941744000.0,886778000.0,21165000.0,,,850821000.0,14664000.0,-376746000.0,-605966000.0,711856000.0,-457165000.0,105890000.0,-13469000.0,92421000.0,92421000.0,MAHLIFE.NS,Real Estate
2024-12-31,30500000.0,39700000.0,30500000.0,-9200000.0,42300000.0,168939576.0,-1.331245,-224900000.0,173200000.0,184900000.0,-293700000.0,547800000.0,228000000.0,254100000.0,1418700000.0,1672800000.0,1672800000.0,MAHLIFE.NS,Real Estate
2024-09-30,-29800000.0,40000000.0,-29800000.0,-69800000.0,70100000.0,169674059.0,-0.82629,-140200000.0,200000.0,83500000.0,-517100000.0,568100000.0,233700000.0,51000000.0,25100000.0,76100000.0,76100000.0,MAHLIFE.NS,Real Estate
2024-06-30,134400000.0,43400000.0,134400000.0,91000000.0,60200000.0,169600000.0,0.75,127200000.0,-96600000.0,185600000.0,-459200000.0,607100000.0,284300000.0,147900000.0,1733500000.0,1881400000.0,1881400000.0,MAHLIFE.NS,Real Estate
2025-06-30,9298200000.0,2186800000.0,9298200000.0,7111400000.0,1706500000.0,413509434.0,10.6,4383200000.0,958700000.0,798800000.0,6280900000.0,18886700000.0,8865800000.0,25167600000.0,10535900000.0,35703500000.0,35703500000.0,MANKIND.NS,Healthcare
2025-03-31,8995700000.0,2155600000.0,8995700000.0,6840100000.0,1819500000.0,,,4207700000.0,819400000.0,-2677400000.0,5598900000.0,15010800000.0,-8579900000.0,20609700000.0,9465400000.0,30075100000.0,30075100000.0,MANKIND.NS,Healthcare
2024-12-31,9105600000.0,1923000000.0,9105600000.0,7182600000.0,2209300000.0,402786017.0,9.44,3802300000.0,1128100000.0,773200000.0,6375000000.0,16572800000.0,7552700000.0,22947800000.0,9352200000.0,32300000000.0,32300000000.0,MANKIND.NS,Healthcare
2024-09-30,9620400000.0,1056200000.0,9620400000.0,8564200000.0,71000000.0,401394349.0,16.28,6534700000.0,1904400000.0,1094300000.0,7444200000.0,14572000000.0,7051500000.0,22016200000.0,8748900000.0,30765100000.0,30765100000.0,MANKIND.NS,Healthcare
2024-06-30,7748700000.0,1026900000.0,7748700000.0,6721800000.0,108400000.0,401264024.0,13.37,5364900000.0,1228600000.0,994000000.0,5688700000.0,14895500000.0,7571600000.0,20584200000.0,8094300000.0,28678500000.0,28678500000.0,MANKIND.NS,Healthcare
2025-06-30,679700000.0,68800000.0,679700000.0,610900000.0,8200000.0,54958284.0,8.39,461100000.0,144600000.0,136700000.0,490000000.0,356300000.0,211000000.0,846300000.0,369800000.0,1216100000.0,1216100000.0,MAPMYINDIA.NS,IT Services
2025-03-31,779800000.0,40500000.0,779800000.0,739300000.0,4100000.0,,,485700000.0,245000000.0,-269500000.0,563400000.0,566600000.0,264300000.0,1130000000.0,305400000.0,1435400000.0,1435400000.0,MAPMYINDIA.NS,IT Services
2024-12-31,508000000.0,54500000.0,508000000.0,453500000.0,10600000.0,54957084.0,5.9,324400000.0,119700000.0,93900000.0,362000000.0,443900000.0,292400000.0,805900000.0,339500000.0,1145400000.0,1145400000.0,MAPMYINDIA.NS,IT Services
2024-09-30,470200000.0,55700000.0,470200000.0,414500000.0,7500000.0,54958201.0,5.52,303300000.0,103500000.0,99200000.0,318900000.0,558300000.0,196900000.0,877200000.0,159500000.0,1036700000.0,1036700000.0,MAPMYINDIA.NS,IT Services
2024-06-30,523000000.0,45200000.0,523000000.0,477800000.0,6300000.0,54437690.0,6.58,358200000.0,112900000.0,101000000.0,382400000.0,321000000.0,211000000.0,703400000.0,311500000.0,1014900000.0,1014900000.0,MAPMYINDIA.NS,IT Services
2025-06-30,7110000000.0,450000000.0,7110000000.0,6660000000.0,100000000.0,1295629820.0,3.89,5040000000.0,1430000000.0,560000000.0,6100000000.0,9190000000.0,3550000000.0,15290000000.0,17300000000.0,32590000000.0,32590000000.0,MARICO.NS,fmcg
2025-03-31,4860000000.0,510000000.0,4860000000.0,4350000000.0,-60000000.0,,,3430000000.0,960000000.0,-1320000000.0,4090000000.0,5190000000.0,-5270000000.0,9280000000.0,17040000000.0,26320000000.0,26320000000.0,MARICO.NS,fmcg
2024-12-31,5750000000.0,440000000.0,5750000000.0,5310000000.0,130000000.0,1299674267.0,3.07,3990000000.0,1120000000.0,420000000.0,4890000000.0,8940000000.0,3500000000.0,13830000000.0,14110000000.0,27940000000.0,27940000000.0,MARICO.NS,fmcg
2024-09-30,6040000000.0,410000000.0,6040000000.0,5630000000.0,110000000.0,1297546012.0,3.26,4230000000.0,1190000000.0,820000000.0,4810000000.0,8720000000.0,3280000000.0,13530000000.0,13110000000.0,26640000000.0,26640000000.0,MARICO.NS,fmcg
2024-06-30,6630000000.0,410000000.0,6630000000.0,6220000000.0,170000000.0,1292479109.0,3.59,4640000000.0,1310000000.0,370000000.0,5850000000.0,7960000000.0,3120000000.0,13810000000.0,12620000000.0,26430000000.0,26430000000.0,MARICO.NS,fmcg
2025-06-30,65463000000.0,15560000000.0,65463000000.0,49903000000.0,468000000.0,314408887.0,120.62,37924000000.0,11511000000.0,18882000000.0,30666000000.0,62847000000.0,46615000000.0,93513000000.0,272728000000.0,366241000000.0,366241000000.0,MARUTI.NS,Automobile
2025-03-31,64271000000.0,14618000000.0,64271000000.0,49653000000.0,476000000.0,,,39111000000.0,10066000000.0,15038000000.0,33896000000.0,65881000000.0,54037000000.0,99777000000.0,288642000000.0,388419000000.0,388419000000.0,MARUTI.NS,Automobile
2024-12-31,62013000000.0,14290000000.0,62013000000.0,47723000000.0,463000000.0,314400202.0,118.54,37269000000.0,9991000000.0,10577000000.0,36475000000.0,59265000000.0,46701000000.0,95740000000.0,272311000000.0,368051000000.0,368051000000.0,MARUTI.NS,Automobile
2024-09-30,65693000000.0,13857000000.0,65693000000.0,51836000000.0,430000000.0,314400081.0,98.68,31025000000.0,20381000000.0,15232000000.0,36131000000.0,55451000000.0,43414000000.0,91582000000.0,264283000000.0,355865000000.0,355865000000.0,MARUTI.NS,Automobile
2024-06-30,62247000000.0,13317000000.0,62247000000.0,48930000000.0,573000000.0,314408764.0,119.58,37597000000.0,10760000000.0,10605000000.0,37749000000.0,55092000000.0,43226000000.0,92841000000.0,245923000000.0,338764000000.0,338764000000.0,MARUTI.NS,Automobile
2025-06-30,5594200000.0,1041400000.0,5594200000.0,4552800000.0,548500000.0,977682540.0,3.15,3079700000.0,924600000.0,83600000.0,4187700000.0,11635600000.0,2949600000.0,15823300000.0,4452400000.0,20275700000.0,20275700000.0,MAXHEALTH.NS,Healthcare
2025-03-31,6031000000.0,1008300000.0,5422700000.0,4414400000.0,389400000.0,,,3190000000.0,835000000.0,-62100000.0,4977600000.0,8846100000.0,-2039600000.0,13823700000.0,4092700000.0,17916400000.0,17916400000.0,MAXHEALTH.NS,Healthcare
2024-12-31,5324300000.0,975400000.0,4588000000.0,3612600000.0,523900000.0,978688525.0,2.44,2388000000.0,700700000.0,99900000.0,4015900000.0,10749000000.0,2866200000.0,14764900000.0,3918200000.0,18683100000.0,18683100000.0,MAXHEALTH.NS,Healthcare
2024-09-30,4913800000.0,841500000.0,4913800000.0,4072300000.0,335400000.0,978506944.0,2.88,2818100000.0,918800000.0,55500000.0,3663900000.0,9918300000.0,2693600000.0,13582200000.0,3492400000.0,17074600000.0,17074600000.0,MAXHEALTH.NS,Healthcare
2024-06-30,4220900000.0,769000000.0,4220900000.0,3451900000.0,238800000.0,976322314.0,2.42,2362700000.0,850400000.0,37300000.0,3105100000.0,9058800000.0,2312600000.0,12163900000.0,3265600000.0,15429500000.0,15429500000.0,MAXHEALTH.NS,Healthcare
2025-06-30,5910000000.0,230600000.0,5910000000.0,5679400000.0,10900000.0,403345227.0,11.21,4521500000.0,1475700000.0,2893100000.0,2786300000.0,10578500000.0,7849700000.0,13364800000.0,12891100000.0,26255900000.0,26255900000.0,MAZDOCK.NS,Industrials
2025-03-31,3995200000.0,286000000.0,3995200000.0,3709200000.0,11100000.0,,,3252900000.0,793900000.0,3095100000.0,614100000.0,10872200000.0,7807800000.0,11486300000.0,20257800000.0,31744100000.0,31744100000.0,MAZDOCK.NS,Industrials
2024-12-31,11035400000.0,398600000.0,11035400000.0,10636800000.0,11100000.0,403318341.0,20.01,8070400000.0,2943500000.0,2864400000.0,7772400000.0,5961400000.0,3139500000.0,13733800000.0,17702400000.0,31436200000.0,31436200000.0,MAZDOCK.NS,Industrials
2024-09-30,7649300000.0,233500000.0,7649300000.0,7415800000.0,10900000.0,403364357.0,14.505,5850800000.0,1877300000.0,2542800000.0,4873000000.0,4546500000.0,1999600000.0,9419500000.0,18148800000.0,27568300000.0,27568300000.0,MAZDOCK.NS,Industrials
2024-06-30,9132600000.0,233800000.0,9132600000.0,8898800000.0,10900000.0,403302433.0,17.26,6961000000.0,2228500000.0,2710000000.0,6188800000.0,3457200000.0,951000000.0,9646000000.0,13924200000.0,23570200000.0,23570200000.0,MAZDOCK.NS,Industrials
2025-06-30,2474420000.0,451080000.0,2670340000.0,2219260000.0,137850000.0,269050761.0,5.91,1590090000.0,491590000.0,204570000.0,1818770000.0,6099030000.0,1716910000.0,7917800000.0,2390570000.0,10308370000.0,10308370000.0,MEDANTA.NS,Healthcare
2025-03-31,2332120000.0,492540000.0,1977220000.0,1484680000.0,150300000.0,,,1014000000.0,320600000.0,229300000.0,1610280000.0,5566000000.0,1717000000.0,7176280000.0,2136190000.0,9312470000.0,9312470000.0,MEDANTA.NS,Healthcare
2024-12-31,2571700000.0,484160000.0,2537590000.0,2053430000.0,162750000.0,268622180.0,5.32,1429070000.0,462100000.0,160240000.0,1927600000.0,5214720000.0,1430960000.0,7142320000.0,2292040000.0,9434360000.0,9434360000.0,MEDANTA.NS,Healthcare
2024-09-30,2525960000.0,494300000.0,2465040000.0,1970740000.0,159750000.0,268673511.0,4.87,1308440000.0,502810000.0,182160000.0,1849500000.0,5436230000.0,1575780000.0,7285730000.0,2279820000.0,9565550000.0,9565550000.0,MEDANTA.NS,Healthcare
2024-06-30,2082490000.0,466180000.0,2082490000.0,1616310000.0,179790000.0,268398990.0,3.96,1062860000.0,373880000.0,219270000.0,1397040000.0,5125090000.0,1462270000.0,6522130000.0,2088640000.0,8610770000.0,8610770000.0,MEDANTA.NS,Healthcare
2025-06-30,972740000.0,308452000.0,972740000.0,664288000.0,51984000.0,52033141.0,8.66,450607000.0,159851000.0,75164000.0,589124000.0,2424279000.0,1193035000.0,3013403000.0,847229000.0,3860632000.0,3860632000.0,METROPOLIS.NS,Healthcare
2025-03-31,692672000.0,286247000.0,692672000.0,406425000.0,45981000.0,,,291417000.0,68131000.0,-79615000.0,452670000.0,2219192000.0,-2044762000.0,2671862000.0,781053000.0,3452915000.0,3452915000.0,METROPOLIS.NS,Healthcare
2024-12-31,745648000.0,276966000.0,745648000.0,468682000.0,45326000.0,51495074.0,6.09,313605000.0,108610000.0,25556000.0,443126000.0,2115098000.0,1023832000.0,2558224000.0,669450000.0,3227674000.0,3227674000.0,METROPOLIS.NS,Healthcare
2024-09-30,930056000.0,268181000.0,930056000.0,661875000.0,47918000.0,51515836.0,9.03,465188000.0,146980000.0,31290000.0,630585000.0,2141937000.0,1089370000.0,2772522000.0,725366000.0,3497888000.0,3497888000.0,METROPOLIS.NS,Healthcare
2024-06-30,812711000.0,255417000.0,812711000.0,557294000.0,46522000.0,51488874.0,7.37,379473000.0,129669000.0,24578000.0,532716000.0,1942689000.0,970402000.0,2475405000.0,658146000.0,3133551000.0,3133551000.0,METROPOLIS.NS,Healthcare
2025-06-30,5320500000.0,960900000.0,5320500000.0,4359600000.0,45700000.0,98784960.0,32.18,3178900000.0,1136000000.0,321500000.0,4045900000.0,3673200000.0,2340900000.0,7719100000.0,13111000000.0,20830100000.0,20830100000.0,MGL.NS,Utilities
2025-03-31,4361700000.0,925200000.0,4361700000.0,3436500000.0,41700000.0,,,2470400000.0,924700000.0,420200000.0,3024900000.0,3810400000.0,2532200000.0,6835300000.0,12808500000.0,19643800000.0,19643800000.0,MGL.NS,Utilities
2024-12-31,3667800000.0,910700000.0,3667800000.0,2757100000.0,34900000.0,98777778.0,22.39775,2212400000.0,510500000.0,419900000.0,2337200000.0,3456300000.0,2190500000.0,5793500000.0,12680600000.0,18474100000.0,18474100000.0,MGL.NS,Utilities
2024-09-30,4603500000.0,851700000.0,4603500000.0,3751800000.0,32000000.0,98780488.0,28.7,2835000000.0,884800000.0,469300000.0,3282500000.0,3323200000.0,2032000000.0,6605700000.0,11256800000.0,17862500000.0,17862500000.0,MGL.NS,Utilities
2024-06-30,4724000000.0,832900000.0,4724000000.0,3891100000.0,32000000.0,98795758.0,29.23,2887800000.0,971400000.0,356500000.0,3534600000.0,3072100000.0,1918700000.0,6606700000.0,10050900000.0,16657600000.0,16657600000.0,MGL.NS,Utilities
2025-06-30,413595000.0,,413595000.0,413595000.0,,203580237.0,2.53,515058000.0,123186000.0,224649000.0,413595000.0,2466617000.0,1060399000.0,2880212000.0,600386000.0,3480598000.0,3480598000.0,MOIL.NS,Metals & Mining
